current_level,accuracy,response_time,total_attempts,later_attempts,later_mistakes,previous_score,difficulty_change
4,29.14,180.38,17,2,1,49.65,EASIER
3,27.08,142.78,14,2,2,58.88,EASIER
3,30.86,112.3,14,2,0,83.2,HARDER
3,31.56,124.7,15,3,1,61.84,SAME
4,30.85,97.36,15,0,0,72.23,EASIER
5,31.47,286.81,21,3,2,54.65,EASIER
3,29.77,95.58,12,0,0,98.41,HARDER
1,27.11,66.75,7,5,1,69.1,HARDER
1,34.37,53.6,6,4,1,44.14,SAME
2,41.22,75.55,8,2,1,62.5,EASIER
1,69.54,40.72,3,1,0,68.81,HARDER
5,33.34,171.29,18,0,0,84.93,SAME
2,38.36,73.86,8,2,0,75.99,HARDER
4,27.11,142.4,16,1,0,47.78,SAME
1,65.2,29.5,3,1,0,68.86,HARDER
4,25.0,208.4,23,8,4,29.73,EASIER
5,30.5,205.05,21,3,1,80.39,SAME
2,34.21,80.79,8,2,1,55.11,EASIER
5,30.36,112.22,19,1,0,88.66,SAME
4,25.0,179.75,19,4,2,93.01,EASIER
1,100.0,30.02,2,0,0,59.78,SAME
2,40.03,86.06,8,2,2,58.37,EASIER
4,32.82,105.55,16,1,1,81.05,EASIER
5,25.0,300.0,28,10,8,52.84,EASIER
3,26.33,105.29,14,2,0,75.56,HARDER
4,25.16,145.24,18,3,0,66.4,HARDER
3,28.16,124.02,16,4,1,58.26,SAME
1,46.66,55.98,4,2,1,78.06,SAME
1,70.93,20.0,3,1,0,92.44,HARDER
3,31.29,142.02,14,2,2,47.76,EASIER
2,51.88,41.91,6,0,0,93.92,HARDER
5,29.67,194.03,22,4,1,59.58,SAME
2,50.58,55.48,6,0,0,80.14,HARDER
3,25.0,175.03,19,7,3,59.04,EASIER
2,41.86,41.22,7,1,0,98.62,HARDER
4,32.54,94.6,16,1,0,72.52,HARDER
5,26.75,175.08,20,2,1,87.27,EASIER
4,33.38,100.45,15,0,0,62.87,SAME
3,25.55,153.17,16,4,1,51.69,SAME
2,42.76,70.62,6,0,0,73.81,HARDER
4,26.91,131.69,19,4,2,63.86,EASIER
2,43.3,48.59,6,0,0,70.95,HARDER
3,25.0,150.49,17,5,3,51.41,EASIER
1,100.0,36.91,2,0,0,79.19,HARDER
4,25.0,226.26,22,7,3,52.66,EASIER
5,29.92,197.75,22,4,1,46.39,SAME
1,100.0,32.85,2,0,0,64.71,SAME
2,48.2,61.35,7,1,1,71.81,EASIER
3,33.46,82.94,13,1,0,39.83,SAME
5,28.64,182.59,21,3,3,71.05,EASIER
5,25.0,218.28,25,7,3,56.98,EASIER
3,26.47,115.15,14,2,1,63.88,SAME
5,25.12,162.54,21,3,1,77.14,SAME
3,25.0,210.0,18,6,6,30.79,EASIER
1,65.9,21.95,3,1,0,71.01,HARDER
2,35.81,49.34,8,2,0,69.68,HARDER
5,28.57,268.82,20,2,2,66.93,EASIER
5,30.0,263.41,22,4,2,56.32,EASIER
3,31.21,99.39,12,0,0,61.61,SAME
1,99.98,20.79,2,0,0,81.95,HARDER
4,27.65,124.54,15,0,0,92.66,HARDER
4,27.43,186.16,19,4,2,51.48,EASIER
1,30.67,41.73,6,4,0,69.32,HARDER
5,35.75,121.68,18,0,0,63.18,SAME
3,33.78,85.3,13,1,0,89.09,HARDER
2,42.35,60.03,7,1,0,72.21,HARDER
5,29.98,262.87,22,4,2,75.51,EASIER
5,32.0,179.98,20,2,0,58.11,SAME
4,36.58,111.74,17,2,0,80.66,HARDER
3,27.73,101.36,15,3,1,68.6,SAME
5,32.37,139.18,19,1,0,82.84,SAME
5,25.0,230.88,26,8,4,83.29,EASIER
3,29.87,91.65,12,0,0,92.24,HARDER
1,66.87,34.95,3,1,0,78.13,HARDER
1,98.89,38.44,2,0,0,58.96,SAME
5,25.97,166.92,24,6,1,67.86,SAME
1,34.1,64.84,6,4,1,50.76,SAME
2,47.22,53.74,6,0,0,71.8,SAME
4,25.0,134.59,21,6,0,40.62,SAME
4,32.42,170.72,17,2,1,55.21,EASIER
3,25.37,138.6,15,3,2,42.88,EASIER
2,36.31,40.75,7,1,0,86.16,HARDER
2,50.54,42.89,6,0,0,78.23,HARDER
5,32.17,218.88,20,2,0,63.28,SAME
1,25.0,88.05,9,7,1,56.32,EASIER
1,65.84,35.05,3,1,1,85.4,SAME
4,37.68,126.98,15,0,0,96.52,HARDER
5,26.73,167.19,20,2,1,72.88,EASIER
5,29.1,184.03,20,2,2,64.71,EASIER
5,31.86,188.73,19,1,1,95.24,EASIER
4,29.08,116.29,18,3,0,92.04,HARDER
3,25.0,180.98,18,6,4,59.99,EASIER
3,26.1,144.72,15,3,1,61.59,SAME
1,99.25,20.0,2,0,0,69.87,HARDER
5,25.0,257.94,24,6,5,42.55,EASIER
1,100.0,23.25,2,0,0,69.01,HARDER
4,25.51,240.68,20,5,1,30.04,EASIER
5,25.19,225.22,26,8,3,64.19,EASIER
5,25.0,282.75,24,6,3,44.02,EASIER
5,30.46,151.94,20,2,0,79.71,SAME
3,37.15,84.66,12,0,0,67.37,HARDER
1,100.0,26.82,2,0,0,78.23,HARDER
3,29.27,127.04,13,1,0,61.3,SAME
3,25.0,176.34,18,6,2,57.34,EASIER
5,30.32,224.28,21,3,0,67.54,SAME
5,27.09,300.0,22,4,2,69.96,EASIER
5,28.53,278.17,23,5,3,55.56,EASIER
4,29.01,121.01,18,3,3,62.4,EASIER
5,27.98,254.2,23,5,3,46.27,EASIER
2,40.22,90.49,8,2,1,49.63,EASIER
5,25.0,212.47,23,5,0,59.63,SAME
2,49.53,47.41,6,0,0,78.94,HARDER
5,39.5,205.45,19,1,0,62.68,SAME
5,28.77,283.09,24,6,5,78.83,EASIER
5,25.0,260.77,22,4,1,66.0,SAME
5,27.3,267.3,22,4,2,66.6,EASIER
4,25.0,166.4,18,3,1,81.85,SAME
1,100.0,27.25,2,0,0,93.71,HARDER
1,97.66,34.36,2,0,0,74.31,HARDER
5,25.96,147.15,23,5,2,88.96,SAME
5,34.56,147.55,18,0,0,67.29,SAME
5,36.28,172.37,18,0,0,72.09,SAME
2,35.26,94.11,9,3,0,57.32,SAME
3,31.35,105.58,14,2,0,66.74,HARDER
4,25.0,175.82,18,3,0,78.63,HARDER
2,41.68,86.03,8,2,1,64.65,EASIER
3,30.12,113.95,15,3,2,79.78,EASIER
5,30.75,288.35,25,7,4,51.54,EASIER
2,31.26,66.14,8,2,0,58.57,SAME
3,25.66,163.13,17,5,4,48.1,EASIER
2,34.97,88.53,8,2,0,51.83,SAME
4,32.01,111.59,16,1,0,70.59,HARDER
4,25.0,220.86,24,9,7,48.08,EASIER
2,40.41,61.09,7,1,1,67.92,EASIER
2,37.81,79.65,8,2,0,58.96,SAME
1,62.98,47.04,3,1,0,58.97,SAME
4,35.93,160.05,17,2,0,80.41,HARDER
5,27.13,123.62,19,1,0,100.0,SAME
4,29.12,135.31,17,2,1,58.75,EASIER
5,26.22,300.0,25,7,4,52.29,SAME
3,34.42,88.44,12,0,0,86.33,HARDER
4,25.0,181.46,20,5,3,58.48,EASIER
2,39.92,108.7,9,3,2,62.63,EASIER
3,32.83,105.79,14,2,1,95.26,EASIER
4,34.79,129.39,16,1,1,92.28,EASIER
1,52.26,56.28,4,2,1,51.67,SAME
5,25.0,234.83,27,9,4,63.77,EASIER
3,26.46,139.91,15,3,2,67.14,EASIER
1,66.22,40.98,3,1,1,58.31,SAME
4,28.93,148.28,16,1,1,54.51,EASIER
2,39.5,65.19,8,2,0,82.07,HARDER
3,25.0,179.57,17,5,3,25.0,EASIER
3,25.0,180.87,17,5,3,59.89,EASIER
4,25.0,209.06,21,6,3,60.02,HARDER
4,27.44,200.24,18,3,2,60.56,EASIER
5,32.42,146.03,21,3,0,62.05,SAME
3,25.0,179.3,17,5,3,42.11,EASIER
5,25.07,285.29,26,8,4,44.43,EASIER
4,28.95,98.65,16,1,0,80.8,HARDER
1,96.22,29.83,2,0,0,81.62,HARDER
2,53.65,67.42,6,0,0,79.05,HARDER
4,29.17,186.0,17,2,0,62.84,SAME
5,28.09,132.58,20,2,0,87.19,SAME
1,41.8,54.56,5,3,0,62.1,SAME
2,34.3,87.47,9,3,2,67.94,EASIER
5,32.63,167.86,20,2,0,69.07,SAME
1,94.15,23.87,2,0,0,57.81,SAME
5,29.05,204.55,22,4,3,78.66,EASIER
1,30.1,54.85,7,5,2,82.74,SAME
5,31.25,199.99,19,1,0,76.36,SAME
2,51.72,48.17,6,0,0,54.64,SAME
3,25.0,130.9,20,8,1,68.22,HARDER
4,31.98,115.87,17,2,2,64.09,EASIER
3,27.1,128.62,14,2,0,68.88,HARDER
1,63.55,37.99,3,1,0,64.99,SAME
1,98.01,20.0,2,0,0,70.66,HARDER
5,29.69,113.81,18,0,0,84.82,SAME
3,29.77,112.15,14,2,1,60.02,EASIER
1,100.0,24.36,2,0,0,94.13,HARDER
3,25.04,194.43,17,5,5,50.49,EASIER
3,29.33,86.02,14,2,1,89.95,EASIER
1,50.01,53.25,4,2,0,41.75,SAME
3,25.5,81.78,15,3,0,97.8,HARDER
3,25.0,156.31,15,3,3,49.63,EASIER
2,49.59,44.25,6,0,0,94.96,HARDER
2,55.09,73.03,6,0,0,83.56,HARDER
3,31.6,119.87,13,1,0,57.44,SAME
1,46.21,32.15,4,2,1,75.11,SAME
3,29.65,107.26,15,3,3,85.63,EASIER
1,97.61,20.0,2,0,0,81.74,HARDER
2,37.75,35.62,8,2,0,77.04,HARDER
2,28.48,75.03,10,4,2,76.15,EASIER
3,30.93,132.12,14,2,1,39.25,EASIER
3,33.03,96.2,13,1,1,91.24,EASIER
5,38.85,130.08,18,0,0,90.57,SAME
5,25.0,173.91,22,4,1,86.1,SAME
5,28.08,166.23,19,1,0,68.6,SAME
2,29.46,110.86,11,5,2,65.34,EASIER
2,52.61,52.71,6,0,0,94.43,HARDER
4,25.0,213.34,21,6,4,47.45,EASIER
3,32.36,103.08,13,1,1,71.33,EASIER
2,55.54,30.0,6,0,0,67.76,HARDER
5,26.62,156.21,23,5,1,78.61,SAME
3,32.14,128.97,15,3,2,55.26,EASIER
4,35.89,151.97,16,1,0,68.87,HARDER
5,25.0,261.32,24,6,5,86.34,EASIER
4,35.73,138.72,15,0,0,86.13,HARDER
2,42.25,87.79,8,2,2,60.28,EASIER
3,28.41,144.77,16,4,2,62.95,EASIER
3,40.34,105.16,12,0,0,100.0,HARDER
4,30.05,147.49,17,2,1,57.49,EASIER
5,25.0,200.69,21,3,0,70.92,SAME
1,25.57,81.82,9,7,2,61.3,SAME
5,26.93,218.96,20,2,2,77.13,EASIER
1,100.0,35.34,2,0,0,86.49,HARDER
1,100.0,33.27,2,0,0,76.18,HARDER
5,31.92,229.89,20,2,0,77.02,SAME
2,52.73,43.59,6,0,0,100.0,HARDER
2,27.72,107.23,10,4,0,51.5,SAME
2,25.0,153.51,12,6,3,45.5,EASIER
3,30.47,63.65,12,0,0,100.0,HARDER
3,25.0,151.85,16,4,2,50.66,EASIER
3,25.0,114.21,15,3,1,65.01,SAME
5,34.71,272.98,21,3,2,61.75,EASIER
4,31.6,168.24,18,3,1,60.76,EASIER
5,28.69,264.14,23,5,3,32.33,EASIER
1,93.96,26.41,2,0,0,79.1,HARDER
3,37.88,122.98,12,0,0,60.21,EASIER
5,26.62,215.17,24,6,2,65.53,EASIER
5,25.42,279.03,25,7,4,44.26,EASIER
1,49.68,39.59,4,2,0,77.77,HARDER
1,67.47,46.07,3,1,0,69.51,HARDER
4,25.0,180.41,20,5,3,74.63,EASIER
5,29.78,215.74,22,4,0,70.73,SAME
4,29.43,95.91,17,2,0,80.68,HARDER
4,25.0,193.96,18,3,1,60.34,EASIER
1,65.58,36.56,3,1,0,65.86,HARDER
1,44.54,52.91,5,3,0,68.3,HARDER
4,34.27,114.51,15,0,0,80.43,HARDER
3,31.16,93.45,13,1,1,70.95,EASIER
5,25.07,290.64,22,4,2,40.58,EASIER
3,25.0,180.94,15,3,3,58.55,EASIER
4,27.32,97.66,17,2,1,62.8,EASIER
3,26.53,114.14,15,3,0,70.37,HARDER
5,28.72,135.2,20,2,1,74.46,EASIER
2,52.15,67.67,6,0,0,75.1,HARDER
4,25.0,146.93,20,5,1,75.73,HARDER
3,32.34,75.95,12,0,0,89.88,HARDER
3,25.39,190.64,16,4,3,74.33,EASIER
2,43.99,55.46,7,1,0,57.72,HARDER
1,64.08,30.77,3,1,0,93.23,HARDER
4,25.0,250.0,22,7,6,49.06,EASIER
2,44.73,62.99,6,0,0,65.48,HARDER
3,27.33,172.54,16,4,3,61.18,EASIER
2,51.14,46.67,6,0,0,69.72,HARDER
5,25.0,189.47,23,5,1,54.57,SAME
1,97.78,20.0,2,0,0,78.98,HARDER
2,38.84,105.57,9,3,1,48.15,EASIER
3,25.51,157.28,20,8,3,67.31,EASIER
1,99.43,23.56,2,0,0,85.72,HARDER
2,51.06,71.3,6,0,0,51.22,SAME
5,29.64,227.01,22,4,0,67.47,SAME
3,35.47,127.18,12,0,0,74.29,HARDER
4,29.46,154.76,18,3,1,54.82,EASIER
4,25.0,191.7,23,8,2,75.23,SAME
2,53.42,59.68,6,0,0,100.0,HARDER
1,48.64,41.81,4,2,0,57.41,SAME
4,29.1,141.64,19,4,1,70.28,SAME
3,27.41,104.67,13,1,0,91.37,HARDER
2,39.48,65.61,7,1,0,55.18,SAME
1,95.38,34.57,2,0,0,100.0,HARDER
2,26.03,106.6,12,6,2,37.48,EASIER
3,25.61,130.56,15,3,0,53.32,SAME
2,43.35,82.45,7,1,0,64.86,SAME
4,34.66,168.92,17,2,2,81.52,EASIER
1,99.24,26.92,2,0,0,79.4,HARDER
2,50.62,56.62,6,0,0,86.29,SAME
5,28.14,273.02,25,7,4,40.15,EASIER
5,28.7,226.36,20,2,1,55.2,EASIER
3,29.71,127.12,15,3,0,57.22,SAME
2,42.81,68.26,7,1,1,69.88,EASIER
3,29.75,93.55,14,2,1,52.18,EASIER
5,27.33,203.11,22,4,4,62.06,EASIER
5,25.0,300.0,29,11,8,40.81,EASIER
3,25.4,109.37,14,2,1,75.55,EASIER
3,29.57,107.95,13,1,0,81.87,HARDER
3,29.2,128.51,15,3,0,70.48,HARDER
4,25.23,148.97,18,3,1,47.07,EASIER
1,33.54,64.29,5,3,2,56.24,SAME
3,30.13,109.0,13,1,1,85.15,EASIER
3,35.22,98.79,12,0,0,75.67,HARDER
3,25.0,114.54,14,2,0,71.63,HARDER
4,30.48,119.64,17,2,0,66.0,HARDER
1,46.5,33.94,4,2,0,72.0,HARDER
4,28.06,125.5,18,3,2,84.43,EASIER
5,31.94,196.11,20,2,1,71.12,EASIER
1,99.09,20.0,2,0,0,55.57,SAME
2,51.3,60.4,6,0,0,80.56,HARDER
4,26.85,130.95,18,3,1,56.5,SAME
2,39.74,81.73,8,2,0,60.63,SAME
2,57.46,40.72,6,0,0,75.29,HARDER
3,31.7,50.25,12,0,0,93.72,HARDER
5,29.48,176.17,21,3,1,90.42,SAME
4,26.13,250.0,22,7,6,48.6,EASIER
4,25.0,213.33,20,5,1,70.84,SAME
3,32.01,81.67,12,0,0,80.55,HARDER
2,48.44,45.88,6,0,0,100.0,HARDER
1,66.03,27.11,3,1,0,74.97,HARDER
3,31.5,118.77,13,1,1,62.65,EASIER
5,25.0,272.03,24,6,4,65.85,EASIER
5,25.0,280.41,24,6,4,56.45,EASIER
5,25.84,288.42,24,6,2,73.65,EASIER
4,25.0,186.76,21,6,3,66.18,EASIER
2,49.48,47.52,6,0,0,100.0,HARDER
5,27.85,180.43,22,4,3,84.3,EASIER
4,31.69,103.9,16,1,0,95.62,HARDER
1,100.0,23.13,2,0,0,90.92,HARDER
1,100.0,30.63,2,0,0,63.77,SAME
2,28.96,114.78,12,6,3,59.49,EASIER
1,63.0,46.05,3,1,0,55.18,SAME
1,55.69,26.38,4,2,0,44.67,SAME
1,67.54,27.68,3,1,0,46.14,SAME
1,98.32,40.56,2,0,0,77.67,HARDER
2,49.81,53.43,6,0,0,88.73,HARDER
4,31.63,157.68,16,1,0,70.42,HARDER
1,35.17,97.57,6,4,3,70.05,SAME
3,26.7,174.89,17,5,4,77.46,EASIER
5,25.0,300.0,24,6,4,36.51,EASIER
2,44.83,45.79,6,0,0,77.73,HARDER
1,42.56,68.24,5,3,2,58.83,SAME
3,25.0,196.91,17,5,4,29.54,EASIER
2,28.29,91.05,10,4,2,56.39,EASIER
1,100.0,20.0,2,0,0,71.86,HARDER
2,45.2,72.64,6,0,0,75.22,HARDER
1,100.0,31.25,2,0,0,77.27,HARDER
5,28.65,222.06,22,4,3,65.41,EASIER
4,25.0,219.82,23,8,4,40.81,EASIER
1,67.11,24.21,3,1,0,94.76,HARDER
1,100.0,20.0,2,0,0,74.67,HARDER
4,25.0,250.0,21,6,4,48.0,EASIER
4,27.96,83.2,15,0,0,100.0,HARDER
2,39.65,48.89,7,1,0,100.0,HARDER
2,43.72,51.49,6,0,0,88.77,HARDER
3,25.0,125.53,16,4,1,68.87,SAME
5,31.07,220.86,20,2,1,58.92,EASIER
4,34.43,126.86,16,1,1,69.15,EASIER
1,64.83,34.37,3,1,0,76.36,HARDER
5,26.49,142.76,19,1,1,85.16,EASIER
5,27.08,276.04,25,7,6,55.81,EASIER
4,29.77,120.25,15,0,0,93.82,HARDER
2,40.11,44.46,7,1,0,100.0,HARDER
3,26.94,131.51,15,3,1,60.01,SAME
2,29.2,99.36,11,5,0,67.33,HARDER
3,27.21,69.62,14,2,0,86.99,HARDER
4,25.77,130.04,20,5,1,80.59,HARDER
2,34.03,79.33,8,2,0,48.94,SAME
4,25.0,182.24,20,5,4,55.63,EASIER
2,28.66,107.2,10,4,2,56.07,EASIER
4,29.13,154.8,19,4,3,56.26,EASIER
2,37.05,76.67,9,3,0,60.16,SAME
1,43.74,33.86,5,3,1,91.8,SAME
5,25.0,300.0,25,7,3,58.11,EASIER
4,25.0,106.75,19,4,0,70.81,HARDER
2,49.74,48.11,6,0,0,80.32,HARDER
2,41.61,58.31,7,1,1,95.3,EASIER
2,35.6,85.65,8,2,0,53.94,SAME
5,25.0,247.18,23,5,3,65.98,EASIER
1,100.0,33.9,2,0,0,48.54,SAME
1,100.0,35.44,2,0,0,84.95,HARDER
5,26.39,300.0,25,7,5,29.95,EASIER
1,98.81,42.69,2,0,0,65.91,HARDER
1,45.72,55.39,4,2,0,68.67,HARDER
2,49.7,58.12,6,0,0,88.15,HARDER
1,70.66,35.11,3,1,1,81.89,SAME
4,30.43,171.4,20,5,1,45.41,SAME
2,47.79,50.69,6,0,0,61.38,SAME
3,25.0,159.97,14,2,0,74.46,SAME
1,100.0,20.25,2,0,0,100.0,HARDER
4,25.51,204.95,18,3,3,76.24,EASIER
2,38.95,56.12,7,1,0,74.91,HARDER
1,100.0,20.0,2,0,0,80.96,SAME
3,30.85,96.17,14,2,1,80.23,EASIER
5,35.69,162.11,19,1,0,70.99,SAME
2,28.1,93.09,10,4,1,55.39,SAME
2,27.23,115.35,12,6,3,72.98,EASIER
1,67.22,34.98,3,1,0,53.03,SAME
2,44.96,37.79,6,0,0,81.19,SAME
4,25.0,236.88,23,8,3,44.66,EASIER
1,100.0,26.57,2,0,0,76.8,HARDER
1,50.86,67.9,4,2,2,63.88,SAME
5,25.17,275.34,22,4,3,47.13,SAME
2,41.72,69.58,7,1,1,57.42,EASIER
1,99.53,25.97,2,0,0,83.67,HARDER
2,38.57,69.85,8,2,0,60.15,SAME
2,42.6,45.17,7,1,0,78.45,HARDER
1,100.0,21.33,2,0,0,93.5,HARDER
1,98.35,20.0,2,0,0,75.42,HARDER
1,100.0,20.0,2,0,0,69.53,HARDER
5,31.31,126.81,21,3,0,65.69,SAME
4,25.0,154.35,22,7,1,68.37,HARDER
2,54.47,51.72,6,0,0,100.0,HARDER
4,31.42,171.54,18,3,2,55.07,EASIER
5,31.38,274.95,21,3,2,41.06,EASIER
5,38.36,168.33,18,0,0,76.63,SAME
3,30.03,75.59,13,1,1,95.72,EASIER
2,38.99,67.95,8,2,0,49.39,SAME
4,25.58,250.0,21,6,5,46.36,EASIER
4,26.69,221.71,20,5,4,48.54,EASIER
5,25.0,244.21,21,3,1,65.47,EASIER
4,26.86,226.45,21,6,6,48.62,EASIER
3,25.0,122.23,16,4,2,73.26,EASIER
5,27.57,228.74,22,4,3,50.04,EASIER
3,28.56,133.21,17,5,2,78.37,SAME
4,26.94,130.48,19,4,1,96.35,SAME
4,33.11,133.38,17,2,1,63.04,EASIER
4,31.31,109.95,16,1,0,87.09,HARDER
4,25.0,202.16,24,9,5,52.8,EASIER
5,30.61,191.73,21,3,1,69.76,SAME
3,29.43,113.18,14,2,0,70.54,HARDER
5,30.37,157.77,23,5,1,76.12,SAME
4,25.0,131.27,17,2,1,71.69,EASIER
2,53.49,67.87,6,0,0,49.75,SAME
5,30.62,300.0,21,3,3,46.52,EASIER
2,39.37,90.89,8,2,1,30.3,EASIER
3,33.81,88.91,12,0,0,88.24,HARDER
5,25.0,237.91,23,5,4,77.03,EASIER
1,49.68,50.17,4,2,1,45.23,SAME
5,25.0,216.56,23,5,3,58.22,EASIER
5,25.0,260.31,23,5,2,51.28,EASIER
2,42.6,50.45,7,1,0,100.0,HARDER
2,52.28,54.4,6,0,0,90.25,HARDER
2,43.35,56.19,7,1,0,65.66,HARDER
1,97.51,39.51,2,0,0,47.8,SAME
2,48.99,76.06,6,0,0,61.51,SAME
4,25.0,230.35,21,6,2,48.15,EASIER
5,28.84,214.33,20,2,1,65.92,EASIER
3,28.63,106.77,12,0,0,72.43,HARDER
2,41.26,60.02,8,2,0,57.74,SAME
3,29.16,118.55,14,2,0,85.02,HARDER
3,26.81,106.9,13,1,1,84.64,EASIER
1,99.87,32.8,2,0,0,84.73,HARDER
1,34.52,66.75,6,4,0,57.59,SAME
2,35.3,77.95,8,2,1,74.15,EASIER
5,25.0,300.0,25,7,7,33.08,EASIER
5,31.96,253.79,22,4,3,49.11,EASIER
4,25.0,205.3,21,6,4,57.0,HARDER
5,25.56,164.53,24,6,3,86.05,EASIER
4,26.04,190.55,20,5,3,44.07,EASIER
3,30.06,93.01,14,2,0,95.15,HARDER
5,25.0,267.59,26,8,7,67.9,EASIER
1,42.16,73.51,5,3,1,60.93,SAME
3,27.73,96.08,13,1,0,54.08,SAME
5,25.0,237.22,22,4,2,39.59,EASIER
5,26.59,288.54,21,3,2,40.84,EASIER
1,91.76,20.0,2,0,0,53.54,SAME
2,29.09,99.14,10,4,1,53.19,SAME
1,67.58,36.06,3,1,0,58.89,SAME
2,39.41,84.36,7,1,1,66.81,EASIER
4,33.71,121.87,17,2,0,90.88,HARDER
1,100.0,30.59,2,0,0,72.5,HARDER
4,26.17,208.25,20,5,2,69.72,EASIER
5,25.42,300.0,25,7,5,39.71,EASIER
1,96.92,20.0,2,0,0,88.9,HARDER
1,48.46,47.62,4,2,1,73.97,SAME
2,51.39,40.31,6,0,0,98.96,HARDER
1,95.43,20.0,2,0,0,76.58,HARDER
2,25.0,117.72,11,5,1,75.6,HARDER
1,100.0,20.0,2,0,0,86.72,HARDER
2,43.33,34.88,6,0,0,87.49,HARDER
2,25.02,113.98,10,4,3,47.54,EASIER
3,27.73,75.72,15,3,0,80.8,HARDER
3,27.2,94.87,15,3,1,72.38,SAME
4,25.0,149.39,18,3,1,75.71,SAME
2,32.51,60.87,8,2,1,96.41,EASIER
5,27.33,213.74,20,2,1,53.93,EASIER
2,40.28,81.33,8,2,0,66.81,HARDER
2,46.77,35.41,6,0,0,70.01,HARDER
1,97.99,47.12,2,0,0,78.02,HARDER
2,35.79,75.82,8,2,0,55.55,SAME
1,49.52,66.21,4,2,1,71.6,SAME
4,27.67,172.31,19,4,2,43.32,EASIER
2,29.34,131.67,13,7,2,35.91,EASIER
2,47.37,94.91,7,1,0,56.67,SAME
1,100.0,26.41,2,0,0,76.02,HARDER
5,25.0,270.81,25,7,3,41.89,EASIER
5,25.0,300.0,27,9,6,54.16,EASIER
5,27.37,253.95,23,5,1,58.48,HARDER
1,67.75,44.64,3,1,0,75.95,HARDER
3,31.92,122.94,14,2,2,79.45,EASIER
4,30.34,107.11,17,2,0,81.65,HARDER
1,100.0,21.84,2,0,0,72.58,HARDER
2,50.46,50.45,6,0,0,100.0,HARDER
4,25.0,172.11,19,4,1,41.3,SAME
3,25.0,156.4,15,3,2,54.1,EASIER
3,25.63,130.83,14,2,1,56.13,EASIER
3,28.61,133.12,14,2,1,64.99,EASIER
4,32.02,128.26,16,1,1,62.7,EASIER
2,48.46,43.88,6,0,0,80.96,HARDER
1,100.0,20.45,2,0,0,99.59,HARDER
4,25.0,175.08,20,5,0,40.96,SAME
2,49.49,71.01,7,1,0,59.21,SAME
3,25.0,147.35,18,6,2,61.95,SAME
2,34.04,95.1,11,5,2,70.09,SAME
1,35.01,57.57,6,4,1,62.54,SAME
4,25.0,182.17,20,5,1,33.01,SAME
5,29.39,156.27,19,1,0,56.24,SAME
2,36.29,86.4,8,2,2,48.11,EASIER
2,31.66,73.27,9,3,1,65.91,SAME
2,40.08,43.5,7,1,0,85.52,HARDER
1,39.72,73.35,5,3,1,74.81,SAME
2,39.93,70.83,8,2,0,57.04,SAME
5,26.42,156.03,20,2,0,69.11,SAME
4,29.67,96.57,16,1,0,51.71,SAME
2,34.53,78.25,8,2,0,80.48,HARDER
1,47.34,60.38,4,2,1,71.84,SAME
4,27.59,173.18,20,5,3,52.92,EASIER
3,34.5,79.61,12,0,0,73.71,HARDER
1,98.82,20.0,2,0,0,74.57,HARDER
2,45.23,61.62,7,1,0,76.04,HARDER
4,31.22,157.33,17,2,0,60.6,SAME
2,49.05,57.34,6,0,0,100.0,HARDER
1,40.95,84.38,5,3,2,46.95,SAME
3,25.0,120.58,14,2,1,77.03,EASIER
4,29.63,249.36,18,3,1,42.21,EASIER
3,25.93,103.75,15,3,0,60.93,SAME
2,48.7,58.81,7,1,0,82.5,HARDER
3,34.06,112.2,14,2,1,74.59,EASIER
1,99.96,37.61,2,0,0,100.0,HARDER
2,46.9,30.34,6,0,0,100.0,HARDER
2,43.23,63.83,7,1,0,59.67,SAME
2,31.29,120.0,10,4,2,79.95,EASIER
5,32.43,188.46,21,3,0,68.98,SAME
1,40.4,68.43,5,3,2,44.7,SAME
3,25.0,142.73,17,5,2,48.72,EASIER
5,25.0,258.31,28,10,4,61.37,EASIER
4,31.58,172.31,18,3,2,65.36,EASIER
3,27.66,129.26,15,3,1,56.48,SAME
5,31.36,191.96,21,3,1,72.21,SAME
4,30.22,118.66,16,1,1,64.08,EASIER
1,99.84,20.14,2,0,0,78.4,HARDER
2,50.62,79.32,6,0,0,70.37,HARDER
2,25.0,114.02,12,6,3,55.06,EASIER
2,30.53,78.68,9,3,1,51.8,SAME
5,29.9,179.29,20,2,0,76.73,SAME
5,29.65,167.25,20,2,2,62.49,EASIER
3,29.42,76.22,13,1,0,71.82,HARDER
3,36.17,114.22,13,1,1,60.19,EASIER
1,69.35,27.7,3,1,0,61.95,SAME
5,29.79,300.0,22,4,4,25.0,EASIER
5,25.14,210.22,21,3,1,61.42,EASIER
2,25.0,140.02,13,7,2,40.78,EASIER
2,38.04,86.78,8,2,1,51.11,EASIER
2,33.94,57.7,8,2,1,68.77,EASIER
1,94.7,20.0,2,0,0,63.66,SAME
5,31.99,245.76,21,3,3,51.2,EASIER
4,31.06,138.49,15,0,0,80.05,HARDER
1,100.0,20.0,2,0,0,88.66,HARDER
4,31.73,104.35,16,1,0,78.45,HARDER
5,30.69,199.04,19,1,0,69.53,SAME
1,30.12,65.2,7,5,1,58.2,SAME
4,26.8,155.56,17,2,0,81.55,HARDER
4,31.03,135.31,16,1,0,51.8,SAME
1,64.41,39.91,3,1,0,85.94,HARDER
3,29.35,142.75,16,4,2,51.08,EASIER
1,38.85,66.15,5,3,1,40.06,SAME
