sequence_length,accuracy,response_time,total_attempts,mistakes,previous_score,current_level,difficulty_change
6,54.98,120.58,1,2,53.51,4,EASIER
6,50.5,183.82,1,2,48.69,4,EASIER
3,74.73,21.06,1,1,74.02,1,SAME
3,94.3,13.47,1,1,92.71,1,HARDER
7,58.06,87.68,1,1,55.06,5,SAME
6,75.86,76.85,1,1,79.53,4,SAME
6,63.2,82.47,3,2,58.95,4,SAME
4,80.94,34.36,1,1,82.36,2,SAME
5,54.62,77.7,5,3,55.12,3,EASIER
4,63.79,27.19,4,3,59.96,2,EASIER
5,71.71,36.65,1,0,72.86,3,SAME
6,59.06,43.83,4,2,52.75,4,EASIER
6,85.48,91.23,1,2,78.38,4,SAME
4,97.67,39.94,1,0,93.01,2,HARDER
7,29.99,203.02,2,3,26.13,5,EASIER
3,74.71,49.76,3,1,70.74,1,SAME
7,70.34,58.0,2,1,67.11,5,SAME
6,56.42,83.01,1,2,54.18,4,SAME
5,61.95,52.39,3,2,60.22,3,SAME
4,68.74,18.45,2,2,64.23,2,SAME
4,86.95,29.65,1,2,85.18,2,SAME
4,100.0,79.35,2,0,96.77,2,EASIER
7,48.9,79.33,3,3,40.23,5,EASIER
3,88.15,17.52,1,0,87.41,1,HARDER
6,94.47,79.81,1,0,99.38,4,HARDER
7,45.41,184.08,3,4,36.73,5,EASIER
5,63.09,49.88,2,2,63.38,3,SAME
6,51.39,87.63,1,3,46.02,4,EASIER
5,88.94,18.72,1,0,91.07,3,HARDER
5,62.4,77.0,1,2,64.67,3,SAME
6,39.01,91.99,5,3,30.21,4,EASIER
7,48.17,181.39,3,3,42.46,5,EASIER
6,69.97,31.05,2,2,68.1,4,SAME
7,44.91,94.98,1,2,44.89,5,EASIER
5,55.27,93.48,2,2,52.31,3,SAME
6,44.41,61.38,5,4,40.4,4,EASIER
7,17.29,115.16,5,4,11.72,5,HARDER
4,91.48,31.35,1,0,93.99,2,HARDER
7,20.32,90.8,5,5,13.61,5,EASIER
6,54.26,150.45,2,2,46.85,4,EASIER
5,64.37,28.67,2,3,61.94,3,EASIER
6,71.67,79.88,2,2,73.21,4,SAME
3,76.96,27.96,2,1,75.69,1,SAME
6,59.64,133.56,3,3,56.98,4,EASIER
5,89.6,54.6,1,1,94.59,3,HARDER
7,28.27,189.91,5,4,21.92,5,EASIER
6,72.63,79.7,1,2,70.48,4,SAME
5,55.0,61.54,3,4,50.59,3,EASIER
5,36.57,60.38,5,5,24.49,3,EASIER
5,61.01,80.22,1,2,56.43,3,SAME
7,32.98,150.47,5,3,30.7,5,EASIER
6,42.64,45.97,4,3,33.4,4,EASIER
3,87.4,27.53,2,1,85.68,1,HARDER
5,72.29,75.8,1,1,74.2,3,SAME
4,75.42,75.54,1,0,74.14,2,SAME
3,87.81,15.96,1,1,82.39,1,HARDER
7,8.48,150.2,5,6,0.0,5,EASIER
7,59.05,92.66,3,2,56.24,5,SAME
7,51.01,124.35,2,3,50.38,5,EASIER
4,79.63,22.94,1,1,78.26,2,SAME
5,66.46,57.62,5,3,57.85,3,EASIER
6,51.26,96.79,3,2,46.06,4,EASIER
3,96.41,16.24,1,1,93.71,1,HARDER
3,59.48,47.64,2,1,60.68,1,SAME
5,69.96,27.01,1,1,67.72,3,SAME
6,59.5,108.45,4,3,52.59,4,EASIER
5,79.54,17.43,2,0,79.85,3,SAME
4,91.36,33.71,1,0,92.99,2,HARDER
5,66.81,73.54,1,1,63.31,3,SAME
7,47.24,165.15,3,4,43.4,5,EASIER
4,72.68,36.16,2,2,73.82,2,SAME
5,80.77,51.46,1,0,78.98,3,SAME
4,64.77,49.61,5,3,62.99,2,EASIER
4,77.42,59.41,2,1,75.65,2,SAME
6,53.65,168.03,4,4,47.04,4,EASIER
4,96.2,20.72,1,0,96.43,2,HARDER
6,49.95,73.88,2,3,48.1,4,EASIER
3,47.68,9.42,4,3,40.37,1,EASIER
6,74.31,40.27,2,1,71.48,4,SAME
3,83.88,18.28,2,1,83.37,1,SAME
4,90.99,57.06,2,2,89.09,2,SAME
7,59.81,86.18,2,2,62.44,5,SAME
4,87.52,33.17,3,1,89.14,2,SAME
6,70.31,95.85,2,1,70.91,4,SAME
4,88.32,27.73,1,0,96.41,2,HARDER
7,44.61,37.77,3,3,34.4,5,EASIER
7,57.23,74.59,1,1,56.14,5,SAME
7,15.41,104.87,5,5,6.94,5,EASIER
4,90.16,47.36,1,1,83.25,2,HARDER
4,60.88,34.49,3,2,59.98,2,SAME
6,58.24,103.72,2,2,52.18,4,SAME
7,42.67,185.39,3,2,35.81,5,EASIER
5,39.46,101.0,5,4,35.34,3,EASIER
6,43.35,89.69,5,4,35.44,4,EASIER
7,8.05,60.26,5,6,2.57,5,EASIER
6,56.24,42.92,3,3,50.59,4,EASIER
4,84.25,22.11,2,1,83.71,2,SAME
4,64.4,22.93,1,2,66.44,2,SAME
5,61.96,60.93,2,3,62.0,3,EASIER
5,78.21,147.63,2,1,76.1,3,EASIER
7,53.8,125.71,2,2,48.67,5,EASIER
4,69.01,36.53,2,1,68.01,2,SAME
3,97.34,38.36,1,0,98.04,1,SAME
4,64.31,25.74,2,2,59.85,2,SAME
5,55.17,97.15,2,3,54.83,3,EASIER
4,57.58,59.89,3,2,51.47,2,SAME
4,99.35,39.07,1,1,97.36,2,HARDER
4,60.27,101.66,2,2,56.71,2,EASIER
7,40.62,205.68,3,3,33.78,5,EASIER
5,89.75,59.32,1,1,86.16,3,HARDER
6,44.57,76.1,3,4,36.35,4,EASIER
5,57.12,46.84,1,3,54.36,3,EASIER
3,100.0,23.59,2,0,100.0,1,HARDER
4,64.45,36.22,4,4,55.32,2,EASIER
7,48.69,94.1,2,2,39.86,5,EASIER
5,68.17,52.17,2,1,67.23,3,SAME
6,57.4,44.11,4,3,54.99,4,EASIER
6,38.4,61.03,3,3,35.16,4,EASIER
5,64.64,26.31,2,2,57.73,3,SAME
5,70.95,71.21,3,2,72.45,3,SAME
4,100.0,39.46,1,0,99.53,2,HARDER
4,100.0,35.87,1,0,100.0,2,HARDER
3,62.25,37.09,5,4,55.32,1,EASIER
4,100.0,25.32,1,0,100.0,2,HARDER
6,22.79,56.66,5,4,14.42,4,EASIER
7,43.63,49.96,4,3,35.63,5,EASIER
5,37.3,96.24,2,3,38.15,3,EASIER
6,55.61,112.35,5,3,48.62,4,EASIER
7,58.41,231.16,1,2,59.26,5,EASIER
6,53.52,186.73,5,4,46.32,4,EASIER
4,70.18,31.13,2,2,74.78,2,SAME
4,61.83,27.2,2,2,62.12,2,SAME
6,71.9,32.24,2,2,69.37,4,SAME
4,61.16,22.68,4,4,53.43,2,EASIER
4,82.24,32.62,3,2,77.95,2,SAME
5,78.73,20.91,2,2,79.05,3,SAME
6,45.58,46.83,4,3,38.72,4,EASIER
4,76.64,36.55,2,1,81.3,2,SAME
3,79.39,37.21,2,1,76.54,1,SAME
6,56.3,56.48,3,2,59.21,4,SAME
4,78.15,40.36,1,1,76.45,2,SAME
6,66.0,216.13,1,1,65.08,4,EASIER
3,63.84,11.19,2,2,63.35,1,SAME
4,60.61,63.3,1,2,58.65,2,SAME
6,35.59,99.96,5,4,27.91,4,EASIER
3,81.52,43.92,1,1,77.65,1,SAME
4,76.42,59.86,1,2,72.13,2,EASIER
6,69.63,58.08,3,1,64.37,4,SAME
6,57.39,82.08,3,2,52.72,4,SAME
4,85.51,19.13,2,1,84.63,2,HARDER
3,81.69,19.81,3,1,75.77,1,SAME
3,99.55,25.33,2,1,94.98,1,HARDER
5,55.17,67.4,3,4,48.79,3,EASIER
6,65.97,123.62,2,1,60.56,4,SAME
5,55.07,126.98,3,3,44.23,3,EASIER
5,57.76,46.75,2,2,51.12,3,SAME
3,75.24,41.61,1,2,69.18,1,SAME
4,74.13,43.09,2,2,77.24,2,SAME
3,94.58,13.97,2,1,94.56,1,HARDER
5,70.55,53.84,1,1,68.85,3,SAME
4,78.23,40.13,1,1,75.99,2,SAME
3,82.33,17.23,1,1,77.98,1,SAME
6,49.76,47.73,2,3,44.18,4,EASIER
4,78.63,22.94,1,1,77.72,2,SAME
7,75.42,83.28,1,1,76.28,5,SAME
5,79.87,37.81,1,1,76.02,3,SAME
3,82.24,43.22,1,2,79.05,1,SAME
6,37.8,22.92,5,5,32.82,4,EASIER
6,66.26,86.88,2,2,61.94,4,SAME
7,53.34,149.37,1,3,46.05,5,EASIER
6,72.75,49.7,2,1,72.86,4,SAME
4,90.62,34.08,2,1,90.84,2,HARDER
6,29.27,68.64,5,5,20.15,4,EASIER
6,45.65,78.77,4,3,37.64,4,EASIER
5,72.59,80.53,2,2,65.16,3,SAME
6,68.03,110.48,3,3,62.84,4,EASIER
7,6.3,80.76,5,6,0.0,5,EASIER
6,62.97,37.5,1,1,64.55,4,SAME
5,27.57,62.94,4,5,19.37,3,EASIER
5,64.33,41.9,4,2,67.72,3,EASIER
7,35.01,84.0,5,4,31.04,5,EASIER
7,45.13,126.5,5,4,37.22,5,EASIER
4,81.37,30.97,1,0,81.67,2,SAME
3,87.19,28.66,1,0,91.57,1,HARDER
7,51.89,300.0,1,1,53.62,5,EASIER
4,83.72,52.45,1,1,80.96,2,SAME
7,26.51,233.1,4,3,18.0,5,EASIER
3,85.1,31.38,3,2,81.91,1,SAME
7,67.8,116.81,2,2,72.91,5,SAME
6,57.47,107.8,3,2,55.1,4,SAME
4,98.44,47.56,1,1,100.0,2,HARDER
3,100.0,36.7,1,0,99.02,1,SAME
7,56.13,115.68,1,2,53.13,5,SAME
3,83.15,13.97,2,0,84.27,1,SAME
3,94.08,13.01,1,0,91.92,1,HARDER
6,50.59,104.23,1,2,49.4,4,EASIER
6,64.09,45.65,2,2,59.31,4,SAME
3,87.78,33.93,1,0,91.08,1,SAME
4,66.1,71.29,2,2,66.33,2,SAME
6,65.64,73.11,2,1,68.54,4,SAME
6,53.79,153.95,1,1,51.42,4,EASIER
4,66.43,42.92,1,2,66.94,2,SAME
5,36.57,58.75,3,4,28.98,3,EASIER
3,70.91,25.82,1,1,72.77,1,SAME
3,76.54,17.27,1,2,74.89,1,SAME
7,56.18,66.42,2,3,52.06,5,EASIER
4,66.45,17.55,4,2,66.96,2,EASIER
7,42.2,75.11,3,3,35.11,5,EASIER
3,93.32,64.77,1,0,93.62,1,EASIER
7,52.29,49.63,3,2,51.72,5,EASIER
5,45.91,32.4,4,4,35.09,3,EASIER
7,38.23,72.2,3,4,30.48,5,EASIER
7,62.31,74.07,3,2,58.14,5,SAME
4,77.63,43.13,1,1,72.66,2,SAME
6,74.93,59.65,3,2,71.04,4,SAME
4,69.82,34.61,1,1,73.45,2,SAME
6,66.97,52.72,1,1,67.62,4,SAME
7,18.0,86.44,5,4,10.41,5,EASIER
7,19.82,108.42,4,6,13.31,5,EASIER
6,62.17,76.46,1,1,64.15,4,SAME
4,79.91,96.4,2,2,74.03,2,EASIER
3,68.6,24.69,3,2,66.47,1,SAME
5,76.06,52.28,2,1,74.9,3,SAME
3,79.93,8.23,1,1,78.22,1,SAME
5,83.91,65.31,2,2,81.3,3,SAME
7,39.53,38.17,3,3,37.0,5,EASIER
3,91.25,31.96,3,1,88.25,1,SAME
7,55.45,121.04,2,3,51.44,5,EASIER
5,48.96,86.09,3,4,36.86,3,EASIER
3,73.14,18.85,2,1,70.22,1,SAME
6,73.74,83.16,1,0,68.09,4,SAME
3,76.37,33.77,1,1,73.86,1,SAME
6,51.63,50.57,4,3,43.55,4,EASIER
5,66.95,78.45,1,2,63.93,3,SAME
6,48.36,109.96,2,3,41.36,4,EASIER
4,74.21,35.67,1,2,69.04,2,SAME
3,70.25,50.47,1,1,69.07,1,EASIER
4,84.04,48.42,1,1,81.4,2,EASIER
6,64.65,34.33,2,1,63.66,4,SAME
7,33.63,191.97,3,4,24.24,5,SAME
4,60.66,27.89,3,2,56.34,2,SAME
4,65.47,55.28,1,2,64.44,2,SAME
7,46.7,131.57,2,3,42.79,5,EASIER
4,81.23,10.98,2,1,79.25,2,SAME
4,60.54,50.49,3,3,52.6,2,EASIER
7,43.92,99.26,4,4,34.39,5,EASIER
5,82.65,46.2,1,1,79.3,3,SAME
5,63.09,47.06,1,1,58.67,3,SAME
5,98.11,85.71,1,1,94.44,3,SAME
6,79.27,50.79,1,0,77.52,4,SAME
4,77.2,64.12,1,2,72.93,2,SAME
6,42.9,37.21,2,3,38.88,4,EASIER
4,57.49,43.67,3,2,51.48,2,SAME
5,74.55,85.01,4,2,69.28,3,EASIER
3,93.43,34.87,1,1,87.88,1,SAME
3,83.07,27.13,1,1,81.53,1,SAME
5,64.34,52.36,2,2,64.14,3,SAME
3,97.72,19.57,2,0,98.51,1,HARDER
7,53.02,57.53,3,4,42.45,5,EASIER
7,36.96,77.08,4,3,26.73,5,EASIER
4,65.24,24.19,1,2,69.45,2,SAME
4,81.22,22.39,1,1,81.82,2,SAME
5,69.2,141.64,2,2,66.31,3,EASIER
4,81.85,16.94,2,1,82.92,2,SAME
7,36.58,206.83,2,4,30.08,5,EASIER
3,89.2,14.42,1,0,89.12,1,HARDER
5,54.59,34.97,5,4,46.04,3,EASIER
3,98.15,15.75,2,0,97.4,1,HARDER
7,44.43,61.15,3,3,40.32,5,EASIER
3,100.0,37.7,1,0,99.26,1,SAME
5,59.45,77.61,4,2,55.88,3,EASIER
7,42.1,98.67,3,4,31.01,5,EASIER
5,52.28,221.54,1,2,51.91,3,EASIER
3,65.47,24.81,1,2,64.09,1,SAME
3,78.41,25.68,1,1,72.09,1,SAME
6,86.06,57.41,1,1,82.57,4,HARDER
3,84.61,17.47,1,0,79.86,1,SAME
4,65.6,29.58,1,1,67.99,2,SAME
6,49.61,127.69,2,3,49.42,4,EASIER
4,76.06,49.7,2,2,73.55,2,SAME
7,42.58,226.3,2,2,39.45,5,EASIER
6,73.67,56.48,1,1,74.33,4,SAME
3,71.24,32.5,3,2,70.7,1,SAME
7,54.34,132.29,1,2,55.85,5,EASIER
7,52.39,141.9,2,2,53.17,5,EASIER
4,64.02,25.32,2,1,64.17,2,SAME
4,71.4,23.32,3,1,69.86,2,SAME
4,64.67,48.96,2,2,60.21,2,SAME
5,71.92,89.34,1,2,71.3,3,SAME
5,72.95,42.71,2,2,68.26,3,SAME
7,47.91,156.09,2,2,45.49,5,EASIER
6,49.5,152.99,3,4,41.58,4,EASIER
7,63.04,91.96,2,3,54.15,5,EASIER
4,75.5,19.32,1,1,74.76,2,SAME
5,87.95,30.27,2,1,89.18,3,HARDER
3,75.55,18.5,1,1,71.03,1,SAME
4,89.97,30.81,2,0,87.67,2,HARDER
5,81.17,56.97,1,0,82.31,3,SAME
3,80.6,24.82,3,2,76.42,1,SAME
7,59.57,96.55,3,2,57.1,5,SAME
4,82.54,52.29,1,0,83.44,2,SAME
3,84.69,17.82,2,1,87.95,1,SAME
6,43.34,158.28,4,4,40.68,4,EASIER
3,97.98,37.99,1,1,99.77,1,SAME
4,86.47,57.11,2,1,88.11,2,SAME
3,82.67,18.64,2,1,82.42,1,SAME
6,51.81,77.18,3,4,48.63,4,EASIER
7,32.91,166.08,3,4,29.61,5,EASIER
3,84.88,22.87,2,1,77.45,1,SAME
5,64.41,41.03,2,2,62.89,3,SAME
5,57.15,40.23,1,2,58.69,3,SAME
6,68.28,57.26,1,3,64.97,4,EASIER
4,84.28,22.02,1,0,81.97,2,SAME
5,56.91,240.15,3,3,55.12,3,EASIER
5,76.41,22.07,1,1,71.45,3,SAME
3,78.31,16.16,1,1,77.29,1,SAME
5,86.28,77.9,1,1,86.43,3,HARDER
5,53.76,41.39,1,2,57.01,3,EASIER
7,31.69,92.46,3,4,29.15,5,EASIER
5,58.67,70.53,3,2,55.92,3,SAME
7,52.3,196.59,1,2,50.75,5,EASIER
4,66.74,33.42,3,2,59.35,2,SAME
6,42.17,132.45,3,3,37.29,4,EASIER
7,58.74,44.41,3,3,50.78,5,EASIER
3,87.05,19.09,1,1,92.18,1,HARDER
5,59.82,74.1,1,2,55.34,3,SAME
7,51.21,300.0,1,3,44.23,5,EASIER
5,67.49,35.97,1,1,65.39,3,SAME
7,37.63,60.12,3,3,36.39,5,EASIER
5,74.25,68.68,1,1,72.23,3,SAME
7,65.47,115.29,3,2,61.28,5,SAME
6,24.15,56.44,4,4,18.07,4,EASIER
5,57.88,31.76,1,2,56.45,3,SAME
4,58.88,29.85,3,4,49.75,2,EASIER
3,100.0,31.53,1,0,100.0,1,HARDER
4,70.52,32.49,1,1,71.28,2,SAME
6,60.63,150.77,3,1,62.36,4,SAME
5,71.23,54.22,3,2,66.56,3,SAME
4,87.0,50.42,2,1,85.41,2,HARDER
5,50.95,66.57,3,3,48.85,3,EASIER
4,83.69,31.43,1,1,86.07,2,SAME
7,50.24,176.36,3,2,51.72,5,EASIER
4,87.0,21.44,1,1,83.45,2,HARDER
5,85.91,44.1,4,1,84.33,3,EASIER
5,68.75,47.26,5,3,63.51,3,EASIER
6,80.23,99.99,1,1,82.1,4,SAME
4,82.68,51.11,2,1,80.86,2,SAME
3,97.58,17.39,1,1,98.65,1,HARDER
6,67.06,49.88,3,2,62.42,4,SAME
5,95.4,60.3,1,1,89.11,3,HARDER
6,46.52,36.86,3,3,41.22,4,EASIER
5,86.33,95.52,1,1,83.44,3,SAME
5,65.29,51.92,3,2,59.95,3,SAME
7,66.96,59.21,2,2,61.54,5,SAME
3,83.4,14.73,2,1,77.62,1,SAME
3,84.27,28.74,1,1,80.87,1,SAME
7,28.24,130.9,5,5,18.37,5,EASIER
7,49.86,73.68,3,3,48.14,5,SAME
5,82.39,54.82,1,1,79.07,3,SAME
5,72.03,33.16,1,0,72.53,3,SAME
5,60.56,51.04,1,2,58.37,3,SAME
7,44.93,250.3,3,3,38.31,5,EASIER
5,66.73,166.51,1,1,72.01,3,EASIER
6,32.8,73.45,3,3,30.07,4,EASIER
4,51.37,46.55,3,3,47.69,2,EASIER
4,86.21,45.69,1,1,85.76,2,HARDER
6,76.91,33.51,1,0,76.5,4,SAME
4,67.98,22.13,5,3,61.35,2,EASIER
3,77.04,8.92,2,2,72.73,1,SAME
3,75.24,30.53,2,2,70.38,1,SAME
7,39.76,300.0,3,3,33.54,5,EASIER
4,72.34,62.71,1,1,71.37,2,SAME
3,73.64,25.5,2,2,64.87,1,SAME
7,50.85,106.26,3,2,48.04,5,EASIER
7,58.73,92.43,2,2,54.97,5,SAME
5,72.55,98.0,2,2,70.43,3,SAME
6,49.19,91.73,4,4,49.96,4,EASIER
6,37.5,84.71,4,4,27.38,4,EASIER
3,78.79,15.3,2,1,73.58,1,SAME
4,83.61,50.41,1,1,81.77,2,SAME
5,90.66,53.85,1,1,95.1,3,HARDER
5,69.29,70.59,3,2,61.4,3,SAME
4,69.76,60.77,3,1,67.97,2,SAME
3,82.87,12.08,3,1,79.3,1,SAME
7,48.94,95.33,5,4,42.68,5,EASIER
6,48.54,65.21,2,2,41.75,4,EASIER
6,56.13,62.29,3,3,50.66,4,EASIER
5,51.9,33.37,2,3,48.8,3,EASIER
5,76.95,40.46,1,1,73.72,3,SAME
5,64.52,33.67,2,3,62.14,3,EASIER
5,61.35,87.25,5,3,62.51,3,EASIER
6,53.14,99.78,5,4,49.23,4,EASIER
7,69.74,132.48,3,2,70.12,5,SAME
6,66.86,30.1,1,2,66.2,4,SAME
6,40.2,225.91,4,4,33.16,4,EASIER
3,75.39,20.84,3,1,67.91,1,SAME
5,78.11,137.56,2,1,73.99,3,EASIER
7,51.17,168.47,2,2,51.14,5,EASIER
4,73.48,34.08,1,1,68.4,2,SAME
5,50.18,159.47,1,2,46.8,3,EASIER
4,96.94,49.61,1,0,97.03,2,HARDER
3,93.63,22.58,1,1,89.0,1,HARDER
6,72.14,66.91,1,1,75.35,4,SAME
4,99.06,61.72,1,1,99.14,2,SAME
5,78.65,44.47,1,1,81.77,3,SAME
5,39.71,48.09,4,3,38.93,3,EASIER
7,49.25,80.9,1,3,47.31,5,EASIER
7,62.67,74.19,2,2,54.26,5,SAME
5,84.88,41.13,1,1,80.14,3,SAME
3,100.0,55.02,1,0,100.0,1,EASIER
5,74.92,95.51,1,1,72.87,3,SAME
7,82.79,127.33,1,1,79.81,5,HARDER
5,58.08,44.23,2,2,54.91,3,SAME
5,62.39,44.15,2,3,65.91,3,EASIER
6,58.51,67.77,1,1,56.8,4,SAME
5,45.39,140.61,5,4,38.65,3,EASIER
5,76.18,66.98,3,3,71.69,3,HARDER
5,66.67,83.97,2,2,65.12,3,SAME
7,24.26,124.89,5,5,18.18,5,EASIER
5,70.63,37.41,3,2,67.98,3,SAME
4,83.16,39.88,1,0,81.2,2,SAME
5,56.83,34.05,5,2,51.63,3,EASIER
6,50.09,152.67,3,3,45.25,4,SAME
7,62.69,74.48,1,2,58.32,5,SAME
7,86.03,82.01,1,0,82.81,5,HARDER
6,55.7,125.16,1,3,47.23,4,EASIER
6,68.3,57.03,2,2,67.27,4,SAME
5,85.63,52.04,1,1,80.41,3,HARDER
4,89.32,11.0,2,1,88.61,2,HARDER
5,58.66,49.44,2,3,59.63,3,EASIER
6,65.65,111.69,2,2,57.02,4,SAME
5,65.44,42.54,2,1,63.75,3,SAME
4,82.93,49.42,1,0,80.92,2,SAME
3,57.83,24.82,5,3,52.7,1,EASIER
3,83.61,40.57,1,1,78.36,1,SAME
5,73.67,40.31,4,3,66.78,3,EASIER
6,60.76,72.32,4,2,60.69,4,EASIER
6,48.27,38.19,2,3,46.89,4,EASIER
7,60.5,106.52,1,2,57.86,5,SAME
6,48.11,65.86,4,3,40.3,4,EASIER
3,100.0,38.33,1,0,99.2,1,SAME
7,50.74,79.68,1,2,53.34,5,EASIER
7,27.83,88.9,5,4,20.35,5,EASIER
7,41.17,77.52,3,2,45.86,5,EASIER
5,55.66,58.79,1,1,55.09,3,HARDER
4,58.15,96.76,1,2,54.88,2,EASIER
7,45.03,16.65,4,4,38.77,5,EASIER
3,81.94,24.47,1,1,78.97,1,SAME
6,53.13,151.02,3,3,47.62,4,EASIER
7,38.41,84.61,2,4,35.45,5,EASIER
7,26.55,149.26,4,5,23.81,5,EASIER
5,61.67,103.88,2,2,55.79,3,SAME
7,18.67,96.35,5,5,11.82,5,EASIER
7,31.69,78.48,5,4,19.69,5,EASIER
7,46.57,186.48,2,3,38.95,5,EASIER
4,78.77,47.96,1,1,78.3,2,SAME
6,26.89,79.38,5,6,18.34,4,EASIER
7,72.35,156.28,1,1,73.31,5,SAME
4,68.92,59.68,1,1,67.74,2,SAME
4,75.0,37.06,2,2,71.6,2,SAME
4,81.6,43.87,1,0,75.5,2,SAME
4,83.45,48.58,1,0,83.68,2,SAME
6,54.71,64.49,1,3,50.3,4,EASIER
7,50.78,213.99,2,3,42.22,5,EASIER
3,68.23,15.8,3,2,64.79,1,SAME
4,82.77,35.73,2,1,81.77,2,SAME
7,61.22,170.17,2,2,60.98,5,SAME
5,77.46,34.38,1,1,81.44,3,SAME
4,69.11,57.23,2,2,61.66,2,SAME
6,86.89,90.53,1,0,82.64,4,HARDER
7,57.99,230.61,1,2,50.85,5,EASIER
4,74.34,50.68,1,0,75.16,2,SAME
5,50.39,53.51,3,3,42.12,3,EASIER
6,52.26,92.49,4,3,47.6,4,EASIER
7,43.87,129.58,3,4,39.2,5,EASIER
5,56.81,157.9,1,2,49.54,3,EASIER
7,63.43,117.29,1,3,59.24,5,EASIER
6,56.15,76.32,1,2,54.28,4,SAME
5,77.85,52.65,1,2,70.04,3,SAME
5,72.44,63.68,2,1,68.93,3,SAME
6,32.58,45.46,5,4,23.2,4,EASIER
3,93.64,21.08,1,0,93.43,1,HARDER
4,75.54,23.62,1,0,72.4,2,SAME
4,76.51,25.11,2,3,81.55,2,EASIER
7,33.81,173.6,2,4,29.21,5,EASIER
7,63.68,113.62,1,1,61.32,5,SAME
7,74.56,74.75,1,1,73.38,5,SAME
3,73.34,23.38,1,1,70.68,1,SAME
4,84.89,33.85,2,1,82.11,2,SAME
4,70.55,38.95,2,1,67.51,2,SAME
3,92.68,12.78,2,1,90.37,1,HARDER
4,100.0,22.75,1,0,100.0,2,HARDER
5,70.85,28.42,2,3,63.1,3,EASIER
7,61.87,68.6,2,2,54.51,5,SAME
3,93.96,18.12,1,1,94.85,1,HARDER
7,52.49,63.73,4,4,50.98,5,EASIER
7,48.81,169.88,2,3,43.73,5,EASIER
3,94.72,56.69,1,0,94.84,1,EASIER
4,74.74,56.01,1,1,72.95,2,SAME
5,89.26,43.84,1,1,87.24,3,HARDER
7,50.18,125.59,1,2,50.13,5,EASIER
6,57.8,79.22,2,2,53.22,4,SAME
7,48.92,80.37,2,3,47.04,5,EASIER
4,78.52,70.82,2,1,75.48,2,SAME
7,42.33,300.0,3,4,35.34,5,EASIER
7,47.82,50.27,4,3,41.62,5,EASIER
5,66.29,118.32,1,0,62.23,3,EASIER
3,92.04,19.22,3,2,89.83,1,SAME
4,89.8,33.59,2,2,88.33,2,SAME
3,85.63,28.35,2,1,80.95,1,HARDER
7,16.39,260.34,5,5,9.58,5,EASIER
4,68.67,43.37,1,1,66.22,2,SAME
6,55.09,101.62,4,4,48.48,4,EASIER
4,79.04,56.75,1,1,76.43,2,SAME
7,45.9,194.33,4,3,41.79,5,EASIER
6,51.3,106.97,5,3,46.45,4,EASIER
4,77.25,61.3,1,2,74.12,2,SAME
5,70.11,43.14,2,2,68.63,3,SAME
3,75.66,11.55,3,2,74.14,1,SAME
3,100.0,56.32,1,0,97.05,1,EASIER
7,37.93,63.62,4,4,34.52,5,SAME
7,70.13,83.73,1,1,71.69,5,SAME
7,56.76,93.49,2,2,52.12,5,SAME
6,72.99,63.1,3,1,66.2,4,SAME
4,76.69,27.01,1,2,70.21,2,SAME
3,71.07,30.73,2,1,70.68,1,SAME
6,40.46,104.93,2,3,34.68,4,EASIER
4,63.77,50.85,4,3,60.51,2,EASIER
3,92.04,32.04,1,1,95.86,1,HARDER
3,80.6,20.77,2,1,76.03,1,SAME
5,79.97,47.15,2,2,76.46,3,SAME
7,44.18,206.12,5,4,42.18,5,EASIER
4,61.45,29.74,3,2,56.91,2,SAME
7,53.48,83.39,2,3,44.44,5,EASIER
4,49.71,58.82,3,3,45.32,2,EASIER
6,63.64,81.21,2,2,65.4,4,SAME
4,76.97,29.97,1,1,77.85,2,SAME
6,65.25,63.37,1,1,60.41,4,SAME
4,80.18,64.45,1,0,77.8,2,SAME
6,58.94,111.21,3,3,48.88,4,HARDER
5,66.39,65.2,2,2,64.76,3,SAME
3,100.0,14.88,1,0,100.0,1,HARDER
4,68.33,42.55,3,2,65.71,2,SAME
4,61.14,34.38,2,1,57.85,2,SAME
5,40.51,36.92,5,4,34.99,3,EASIER
4,90.38,28.64,1,0,85.91,2,HARDER
5,81.95,81.86,1,1,79.29,3,SAME
7,25.72,220.44,5,5,19.87,5,EASIER
6,55.44,47.32,3,3,52.81,4,EASIER
4,85.53,24.53,1,0,86.44,2,HARDER
6,66.92,117.64,2,1,59.99,4,SAME
7,55.06,89.61,2,2,48.26,5,EASIER
4,61.73,49.27,2,3,55.46,2,EASIER
4,75.6,31.15,1,1,77.15,2,SAME
3,82.33,32.32,1,0,81.2,1,SAME
7,28.44,52.97,4,4,21.81,5,EASIER
7,45.79,151.09,1,3,42.31,5,EASIER
5,72.92,20.52,2,1,71.13,3,SAME
7,48.85,185.45,2,3,44.22,5,EASIER
6,69.76,80.56,2,2,63.99,4,HARDER
7,78.93,142.45,1,1,75.29,5,SAME
7,69.37,127.45,1,2,66.77,5,SAME
7,55.59,44.2,3,3,55.65,5,EASIER
4,64.2,72.24,1,2,58.56,2,SAME
6,67.29,97.58,2,1,64.79,4,SAME
3,87.99,35.0,1,1,87.28,1,SAME
7,47.09,72.45,5,3,47.37,5,EASIER
4,69.09,42.55,1,1,70.16,2,SAME
5,78.82,30.33,2,1,73.41,3,SAME
