current_difficulty,accuracy,response_time,total_attempts,mistakes,score,previous_score,difficulty_change
1,82.39,17.0,14,0,84.72,91.7,HARDER
3,92.85,49.83,14,0,98.36,89.1,HARDER
3,68.52,16.42,13,4,61.46,40.13,SAME
1,75.87,40.14,16,2,63.39,33.63,SAME
2,52.77,55.82,13,6,59.39,37.5,SAME
2,98.43,40.03,13,0,96.49,100.0,HARDER
1,61.71,45.09,12,3,58.7,55.88,SAME
1,96.28,20.01,14,0,92.37,100.0,HARDER
2,73.6,105.67,16,5,79.85,66.87,EASIER
1,85.75,22.79,12,2,82.75,75.46,HARDER
2,100.0,37.87,15,0,100.0,95.17,HARDER
2,82.44,48.91,11,2,81.01,62.49,SAME
3,86.61,20.95,12,3,92.92,87.92,HARDER
1,86.05,35.95,11,0,89.5,100.0,HARDER
1,85.58,34.83,17,1,73.17,100.0,HARDER
2,56.53,28.26,11,6,51.73,48.07,EASIER
1,72.16,26.13,12,4,77.13,99.66,SAME
3,58.57,36.5,17,6,60.79,70.99,SAME
2,69.33,16.17,12,3,77.71,57.99,SAME
1,51.05,19.71,17,8,46.68,57.15,EASIER
1,80.52,35.01,10,0,79.13,63.36,SAME
1,93.82,47.59,10,0,87.21,44.78,SAME
2,92.21,26.76,13,0,88.06,76.06,HARDER
1,100.0,44.51,17,0,100.0,90.08,HARDER
1,69.31,28.82,10,2,68.17,62.64,HARDER
2,72.69,14.74,13,3,70.33,49.64,SAME
2,73.1,35.4,15,2,77.96,65.13,SAME
3,42.42,25.3,13,8,36.87,40.07,EASIER
2,76.14,54.69,10,2,81.13,86.04,SAME
3,91.42,43.28,17,2,93.15,100.0,HARDER
1,54.59,10.87,14,6,58.32,72.53,EASIER
1,100.0,60.4,12,0,99.55,100.0,HARDER
3,34.77,26.47,10,8,37.45,20.74,EASIER
1,74.86,9.71,11,2,74.2,73.74,HARDER
2,58.57,38.93,15,7,62.3,68.37,EASIER
3,77.96,71.07,14,3,72.66,37.34,SAME
2,49.53,25.12,11,8,54.3,48.35,EASIER
2,83.89,31.92,11,3,83.95,92.92,EASIER
3,100.0,45.32,11,0,99.61,100.0,HARDER
3,80.3,27.42,12,1,71.97,83.68,HARDER
2,90.88,26.98,17,0,88.09,91.5,HARDER
1,51.65,42.74,14,6,48.95,33.69,EASIER
3,98.26,36.11,13,0,94.93,100.0,HARDER
1,71.13,30.86,12,3,69.7,69.18,SAME
2,92.67,24.51,12,1,95.43,100.0,HARDER
1,74.73,49.36,13,4,71.69,59.28,SAME
2,20.0,42.88,15,12,22.24,9.15,EASIER
1,62.23,30.33,10,3,65.53,62.31,SAME
3,100.0,30.11,13,0,100.0,99.18,HARDER
1,75.22,58.02,14,4,78.34,91.28,SAME
1,57.42,46.77,10,2,59.71,54.25,SAME
3,63.39,36.5,14,5,69.18,77.46,SAME
2,78.19,47.33,13,2,75.26,90.89,SAME
2,87.99,32.07,10,0,84.63,67.08,HARDER
2,75.46,47.99,14,3,78.13,69.42,SAME
3,83.39,43.46,16,3,85.31,89.94,HARDER
1,50.34,52.53,17,7,51.95,35.65,EASIER
2,98.06,46.73,12,1,95.22,90.3,HARDER
3,81.99,22.28,16,4,93.21,88.81,HARDER
2,85.85,55.96,11,0,83.37,75.66,HARDER
2,73.43,46.14,13,4,78.99,61.87,SAME
1,67.43,35.89,16,5,57.25,39.68,EASIER
1,54.42,28.59,17,7,56.57,32.51,EASIER
2,66.96,41.0,17,3,69.4,54.02,SAME
2,69.17,39.7,12,5,62.75,64.66,SAME
1,92.98,33.85,14,1,96.22,100.0,HARDER
2,73.73,26.48,16,2,74.35,99.43,HARDER
2,72.3,63.71,13,4,67.62,72.74,SAME
2,52.5,29.73,16,8,54.47,66.58,EASIER
3,54.47,32.21,17,8,58.78,68.84,SAME
3,77.98,55.16,14,2,77.11,97.79,HARDER
2,100.0,45.65,14,0,100.0,100.0,HARDER
3,91.87,24.01,13,1,94.58,100.0,HARDER
1,75.35,15.07,17,3,79.1,71.71,SAME
3,57.49,19.41,17,6,58.53,51.2,SAME
2,55.17,44.73,15,6,67.88,47.03,EASIER
3,50.27,94.24,13,5,59.07,49.34,EASIER
3,80.61,12.58,14,0,75.48,83.16,HARDER
3,65.67,21.7,12,3,63.75,87.67,HARDER
3,64.69,14.87,16,5,65.9,83.36,HARDER
2,61.07,24.63,11,2,63.47,52.31,SAME
2,75.5,42.71,17,4,68.98,97.03,SAME
2,75.6,35.91,16,5,70.16,68.75,SAME
3,94.89,22.12,11,0,94.74,100.0,HARDER
3,56.89,8.92,16,7,54.23,42.89,SAME
2,40.0,25.49,16,9,37.07,26.5,EASIER
1,100.0,49.68,13,0,100.0,100.0,HARDER
1,76.34,29.34,12,4,76.56,51.64,SAME
1,45.87,34.69,12,5,47.2,24.51,EASIER
3,70.35,30.35,14,5,73.49,98.17,HARDER
2,72.82,70.16,16,4,72.51,79.48,SAME
1,74.78,27.1,15,3,70.55,68.38,SAME
3,75.95,26.9,12,4,76.88,85.04,HARDER
1,55.06,26.4,17,7,57.74,86.37,SAME
1,67.93,30.1,14,4,64.73,64.26,SAME
2,75.08,33.51,14,1,75.35,94.57,HARDER
2,65.81,34.52,16,7,69.43,64.47,SAME
3,63.1,24.46,14,5,65.93,39.68,SAME
1,91.13,25.07,15,0,91.23,100.0,EASIER
3,85.95,33.84,12,3,86.8,58.13,HARDER
2,81.32,30.88,11,2,83.41,72.88,EASIER
2,65.08,23.75,13,3,56.03,71.42,SAME
1,64.21,29.46,11,3,62.59,67.82,SAME
3,40.76,39.8,10,5,42.6,38.0,EASIER
2,61.46,35.85,12,4,62.8,59.25,SAME
1,68.03,25.44,14,4,71.89,75.35,SAME
1,84.94,26.47,13,0,81.17,82.18,HARDER
3,79.4,88.14,15,3,71.02,82.32,SAME
1,54.95,33.98,16,6,51.47,52.72,EASIER
1,100.0,55.25,13,0,100.0,98.04,HARDER
2,100.0,37.74,15,0,100.0,94.19,HARDER
3,73.99,20.49,14,4,74.89,59.89,SAME
2,56.83,23.05,13,6,56.13,48.62,SAME
2,73.55,34.63,10,2,75.75,100.0,HARDER
1,64.61,21.48,17,4,66.45,45.49,SAME
2,99.38,45.91,14,0,96.09,76.66,HARDER
1,38.81,24.43,12,8,33.56,24.62,EASIER
1,52.4,42.02,11,3,58.96,83.01,SAME
1,94.71,39.79,15,0,91.18,87.84,HARDER
1,90.62,21.0,14,2,100.0,100.0,HARDER
1,76.77,59.83,11,2,71.73,59.66,SAME
1,91.12,19.09,15,0,100.0,100.0,HARDER
1,68.48,35.37,13,2,68.15,71.15,SAME
1,73.8,19.32,14,2,72.66,73.94,HARDER
3,84.63,45.22,13,2,80.55,54.48,SAME
1,91.51,41.89,15,1,92.66,76.72,HARDER
2,57.51,24.49,11,5,62.37,47.46,SAME
1,72.63,26.35,13,5,67.34,51.11,SAME
1,66.74,32.81,13,3,66.64,90.92,SAME
3,72.09,40.67,13,4,68.18,62.37,SAME
1,63.11,26.02,11,4,64.45,68.22,SAME
2,75.68,28.61,10,4,81.3,100.0,HARDER
3,100.0,24.35,15,0,100.0,100.0,HARDER
3,61.52,29.21,14,6,56.24,56.89,SAME
3,65.06,23.35,12,4,75.41,73.63,SAME
2,37.59,16.5,10,4,35.32,32.51,SAME
3,100.0,23.34,17,1,100.0,91.8,HARDER
1,98.16,26.59,14,0,96.76,100.0,HARDER
1,57.73,28.03,10,1,57.44,54.16,SAME
2,73.28,23.26,12,2,75.74,69.47,HARDER
2,83.67,41.35,10,2,89.17,79.81,HARDER
3,98.05,29.8,17,0,97.79,98.87,HARDER
3,87.92,27.27,14,2,90.03,88.59,HARDER
3,46.52,56.07,13,7,35.37,4.24,EASIER
3,79.94,18.36,16,2,80.19,83.06,HARDER
2,68.78,50.98,16,6,64.77,89.17,SAME
2,83.38,14.48,12,1,85.11,95.92,HARDER
2,58.06,30.36,13,6,51.22,28.01,EASIER
1,98.49,40.3,11,0,93.68,95.33,HARDER
1,84.25,46.7,14,3,87.38,100.0,SAME
1,81.44,29.6,17,2,76.3,90.02,HARDER
1,62.42,42.87,14,5,61.09,97.04,SAME
1,82.33,31.61,12,2,86.41,58.93,SAME
2,76.57,23.93,12,3,86.8,73.4,HARDER
2,89.18,26.67,16,2,93.41,93.06,HARDER
1,91.25,15.25,12,1,81.85,76.96,HARDER
2,75.12,44.0,10,2,65.65,57.89,SAME
2,85.65,18.13,12,0,83.82,57.48,HARDER
1,66.47,27.27,16,6,68.26,57.52,SAME
2,49.93,21.67,17,9,39.07,55.27,EASIER
1,75.97,20.8,13,6,75.93,76.49,SAME
1,73.07,23.13,13,3,71.53,94.25,HARDER
1,70.39,19.98,17,5,76.17,66.31,SAME
3,65.54,27.2,12,3,64.03,59.87,SAME
3,37.55,42.76,12,7,34.85,26.58,EASIER
1,73.62,50.37,17,2,73.69,63.73,SAME
1,51.78,49.14,15,6,55.3,38.87,EASIER
1,75.07,25.6,12,1,76.56,100.0,HARDER
1,49.15,35.48,12,6,54.06,52.03,EASIER
2,62.34,29.48,16,5,60.92,34.5,SAME
1,76.31,8.0,10,2,77.26,72.07,HARDER
2,39.63,35.23,16,11,35.35,42.78,EASIER
2,22.01,50.94,16,11,23.74,21.95,EASIER
3,89.83,22.34,10,0,89.84,89.54,HARDER
2,68.13,21.48,15,5,57.04,54.72,SAME
3,100.0,37.47,15,0,100.0,100.0,HARDER
1,70.52,40.51,11,3,72.9,94.06,SAME
2,42.93,48.33,10,6,33.44,39.73,EASIER
3,56.34,53.75,12,4,58.64,68.62,SAME
2,83.9,15.16,13,3,85.17,80.63,HARDER
2,75.39,20.0,10,3,70.49,68.33,HARDER
3,82.73,38.65,14,2,94.57,97.77,HARDER
1,78.91,14.14,11,0,84.61,84.35,HARDER
2,58.22,12.62,12,5,64.11,62.26,SAME
1,59.17,40.82,15,6,54.92,49.11,EASIER
2,69.68,45.29,11,3,70.51,68.2,SAME
3,86.93,45.19,12,2,83.14,72.87,HARDER
2,87.37,49.62,14,1,87.93,93.72,HARDER
2,74.68,30.64,17,2,75.18,89.64,HARDER
3,96.4,37.18,10,1,84.56,86.65,HARDER
2,45.0,15.13,15,8,45.67,30.87,EASIER
1,98.67,17.56,11,0,100.0,97.67,HARDER
2,63.91,19.7,14,5,65.42,62.53,SAME
1,85.4,9.52,16,2,80.52,96.46,SAME
1,54.4,30.25,15,7,47.32,71.56,EASIER
2,88.53,43.0,10,3,79.69,59.7,SAME
1,57.58,22.86,15,7,59.87,68.91,SAME
3,76.2,37.42,13,2,72.98,71.28,HARDER
2,85.62,32.48,16,0,84.32,100.0,HARDER
2,70.39,22.9,16,4,69.02,70.74,SAME
1,42.47,27.99,16,7,42.74,42.78,EASIER
1,100.0,63.69,15,1,94.51,97.77,SAME
3,100.0,23.52,10,0,97.06,89.09,HARDER
2,90.05,42.53,15,1,86.28,87.78,HARDER
1,66.33,46.37,16,6,62.03,50.7,EASIER
1,68.1,20.36,12,3,69.52,61.47,SAME
2,77.47,29.61,17,3,74.98,80.88,HARDER
2,20.0,36.83,12,11,14.95,0.0,EASIER
3,89.13,26.79,15,1,89.51,63.04,HARDER
2,100.0,38.31,15,0,100.0,45.75,HARDER
1,79.28,34.62,10,1,79.95,81.23,HARDER
2,94.29,35.58,13,1,87.59,66.09,HARDER
2,39.8,36.28,17,10,37.74,45.98,EASIER
3,82.82,41.0,17,3,87.34,87.67,HARDER
3,99.53,30.41,11,0,100.0,100.0,HARDER
1,100.0,15.78,13,0,94.69,100.0,HARDER
1,61.13,73.66,15,5,58.34,61.02,EASIER
1,64.46,34.71,10,3,52.76,47.31,SAME
3,92.32,19.63,12,0,90.45,69.46,EASIER
2,69.48,36.04,13,3,65.61,57.49,SAME
2,57.95,36.85,11,5,56.06,76.32,SAME
1,91.54,14.93,11,0,89.35,98.37,HARDER
2,59.99,48.6,16,6,61.33,63.11,EASIER
2,58.53,58.26,16,7,62.65,63.54,EASIER
2,100.0,85.36,11,0,100.0,100.0,HARDER
1,65.15,21.11,15,4,67.31,75.13,SAME
2,62.09,34.41,16,6,53.93,29.27,EASIER
2,89.97,31.9,15,2,92.34,100.0,HARDER
2,97.54,16.73,14,0,99.74,63.59,HARDER
1,72.42,22.91,11,3,73.91,81.8,SAME
3,100.0,19.51,13,0,100.0,100.0,HARDER
3,66.83,30.07,12,4,58.57,65.54,SAME
3,58.33,23.13,11,4,59.59,55.53,SAME
1,56.61,35.57,13,5,63.95,87.42,SAME
2,100.0,29.86,10,0,100.0,100.0,HARDER
1,75.57,19.23,12,3,68.21,76.85,SAME
1,58.88,20.35,11,5,54.25,28.13,EASIER
1,63.41,54.54,13,5,61.55,58.7,SAME
1,46.36,65.52,14,8,43.01,28.72,EASIER
2,73.93,26.55,17,3,77.15,53.91,SAME
2,86.64,31.26,15,2,94.04,82.17,HARDER
3,66.43,22.01,15,5,65.29,57.18,SAME
1,53.29,24.29,10,6,45.45,26.0,EASIER
1,50.92,19.27,13,5,41.92,47.59,EASIER
1,53.75,21.95,10,3,56.12,77.62,SAME
2,53.93,29.18,13,5,60.22,57.08,SAME
2,97.02,16.04,16,1,97.26,94.0,HARDER
2,93.17,23.63,11,0,100.0,100.0,HARDER
3,71.34,25.77,14,3,70.47,55.6,SAME
2,52.69,29.61,11,4,51.78,15.57,EASIER
2,82.17,11.04,12,4,81.87,87.19,HARDER
1,53.43,43.7,14,5,47.07,92.35,SAME
2,89.62,26.75,17,0,85.45,58.44,HARDER
1,100.0,18.87,14,0,94.74,96.5,HARDER
1,70.57,18.9,16,4,73.12,96.94,SAME
3,72.38,21.5,11,1,77.63,80.04,HARDER
2,77.3,28.16,14,4,79.85,88.54,SAME
2,35.01,50.99,17,11,40.72,30.73,EASIER
2,37.87,27.53,12,7,40.31,55.97,EASIER
1,88.44,26.99,16,0,82.18,84.7,HARDER
1,60.2,41.51,15,6,53.24,55.13,EASIER
2,73.79,28.43,12,1,71.55,79.33,HARDER
3,71.5,9.95,13,2,77.96,100.0,HARDER
2,79.35,14.84,13,3,79.47,71.22,HARDER
2,72.28,37.71,11,2,70.18,55.75,SAME
2,100.0,35.93,11,0,100.0,100.0,HARDER
1,60.91,20.64,16,4,71.92,38.36,SAME
1,100.0,55.78,16,1,100.0,100.0,HARDER
2,52.79,39.76,15,7,46.01,43.63,EASIER
1,91.02,46.31,12,0,92.71,100.0,HARDER
2,70.42,21.54,16,6,66.2,68.43,SAME
1,68.57,21.39,16,5,80.65,84.99,SAME
1,73.87,73.5,14,2,62.67,76.67,SAME
2,87.78,33.33,16,2,88.15,100.0,HARDER
3,60.88,35.53,16,7,58.15,63.04,SAME
3,83.92,32.56,14,0,87.56,81.83,HARDER
1,57.15,18.07,15,5,47.84,56.8,SAME
3,61.19,70.35,15,4,59.83,36.26,EASIER
1,84.24,40.94,17,0,81.98,61.18,SAME
3,68.42,20.89,13,1,67.83,51.54,HARDER
2,98.39,57.22,16,0,95.87,100.0,HARDER
1,79.41,29.37,10,3,80.22,68.89,SAME
2,76.41,23.12,16,3,75.54,63.84,SAME
1,65.05,29.82,12,4,70.79,97.09,SAME
2,75.89,33.08,17,2,74.78,63.73,SAME
2,42.17,47.6,14,8,40.6,18.89,EASIER
2,69.1,25.15,13,3,66.92,64.92,SAME
3,90.82,14.36,13,0,88.3,83.26,HARDER
2,68.38,59.48,10,3,60.35,64.18,SAME
3,56.64,38.8,14,5,57.23,27.74,EASIER
3,60.48,76.37,12,5,56.79,100.0,SAME
3,99.95,25.07,14,0,100.0,100.0,HARDER
3,64.91,35.52,12,3,70.77,89.6,SAME
2,67.7,50.33,12,1,68.07,72.6,SAME
1,50.31,27.99,13,7,57.3,74.56,EASIER
1,85.61,22.49,12,2,81.16,51.53,HARDER
3,54.61,15.62,15,4,52.15,50.96,SAME
1,64.44,19.12,17,5,63.71,89.03,SAME
3,67.89,51.17,12,5,68.58,81.89,SAME
2,72.32,25.98,16,5,71.3,56.68,SAME
1,52.95,96.19,10,4,53.39,69.66,EASIER
3,100.0,16.03,10,1,99.07,100.0,HARDER
3,74.34,21.49,16,2,75.5,79.36,HARDER
1,71.16,15.56,16,3,78.27,78.68,SAME
2,45.93,34.91,14,5,33.22,31.95,EASIER
1,57.26,76.91,11,4,52.29,36.34,EASIER
3,90.11,16.75,10,2,86.27,61.79,HARDER
3,63.43,21.09,17,8,66.08,34.92,SAME
3,70.0,44.07,11,2,63.99,65.69,SAME
3,42.65,33.33,15,8,40.29,33.18,EASIER
1,72.71,36.05,10,3,74.65,75.28,SAME
2,56.08,33.94,17,8,51.41,30.58,EASIER
1,92.31,26.12,10,3,90.52,87.93,HARDER
1,100.0,18.6,13,0,99.56,68.66,HARDER
3,83.65,29.19,17,1,83.03,67.13,HARDER
1,85.86,22.9,11,0,85.54,83.69,HARDER
2,65.08,35.09,17,5,73.62,85.32,SAME
1,92.56,42.43,12,1,95.41,77.33,HARDER
1,65.06,30.38,14,4,60.43,49.06,SAME
3,95.97,34.82,13,1,98.62,81.33,HARDER
2,83.0,27.8,16,3,79.04,76.67,HARDER
2,72.99,50.3,11,1,70.67,44.53,SAME
2,96.28,22.46,15,1,99.96,97.07,HARDER
3,72.86,32.33,14,2,75.14,60.68,SAME
2,59.42,18.78,16,8,58.6,59.99,SAME
3,99.55,40.02,15,0,100.0,100.0,HARDER
3,84.45,18.95,16,0,80.84,88.25,HARDER
2,74.55,18.7,11,2,67.26,59.9,HARDER
1,67.21,22.19,10,3,71.76,64.46,SAME
1,76.73,34.88,12,5,81.95,63.45,SAME
2,89.31,52.3,15,0,96.37,100.0,HARDER
1,80.92,25.26,11,1,80.9,75.86,HARDER
1,93.8,14.67,14,1,93.41,91.85,HARDER
2,58.08,63.29,13,6,55.46,82.23,EASIER
3,91.99,31.46,16,0,82.96,73.73,HARDER
3,74.06,36.85,11,1,78.2,100.0,SAME
1,64.3,44.92,14,4,62.51,56.37,EASIER
1,54.16,67.69,13,6,56.75,74.45,EASIER
1,51.63,26.69,17,8,42.61,42.34,EASIER
3,91.72,31.08,12,0,93.54,100.0,HARDER
1,59.55,22.28,16,7,53.42,59.2,EASIER
2,63.66,43.12,16,6,62.82,42.22,EASIER
2,56.71,58.84,12,3,54.57,26.24,SAME
1,65.6,46.58,13,3,62.43,75.3,SAME
3,90.03,23.5,16,3,89.06,88.41,HARDER
1,82.79,38.64,14,2,71.78,57.18,SAME
1,79.91,32.96,11,3,79.59,81.89,SAME
1,100.0,17.72,13,0,100.0,87.44,HARDER
1,90.15,25.05,17,2,93.41,67.37,HARDER
2,68.31,23.33,16,4,68.87,89.42,SAME
3,78.55,21.96,10,1,73.76,67.63,HARDER
2,100.0,14.88,17,0,97.48,100.0,EASIER
1,52.44,14.75,17,6,55.82,28.19,EASIER
1,75.94,27.98,15,3,77.62,84.1,SAME
1,41.37,20.74,15,8,42.42,44.47,EASIER
3,73.01,37.09,16,3,69.87,75.1,SAME
3,100.0,71.9,10,1,100.0,98.59,HARDER
2,64.48,29.15,10,3,61.82,68.31,SAME
2,88.02,8.0,15,0,98.03,77.78,HARDER
2,97.46,48.79,13,0,96.74,82.6,HARDER
1,86.03,28.45,15,3,87.84,81.49,HARDER
2,85.97,35.84,12,2,91.73,93.65,HARDER
3,66.49,34.42,11,2,63.91,73.13,SAME
3,76.79,19.02,13,1,69.26,60.46,SAME
1,87.57,37.6,17,1,84.19,70.6,HARDER
1,28.83,21.56,17,11,26.78,52.57,EASIER
1,75.66,34.81,13,3,77.37,66.41,SAME
2,77.5,15.39,16,3,78.24,72.24,HARDER
2,94.94,22.68,11,0,94.38,100.0,HARDER
1,88.95,22.4,11,1,84.69,91.02,HARDER
1,100.0,60.25,12,1,100.0,100.0,HARDER
2,100.0,59.58,16,1,100.0,93.37,HARDER
2,68.48,24.97,14,4,70.33,57.39,SAME
3,67.26,44.64,15,4,64.78,65.69,SAME
1,62.15,19.96,17,5,54.99,40.28,HARDER
2,82.68,16.14,17,5,87.37,100.0,HARDER
1,53.84,48.2,11,4,52.14,25.18,EASIER
2,100.0,23.69,11,0,97.85,92.81,HARDER
2,77.83,21.13,14,2,82.34,89.35,HARDER
3,97.03,24.75,13,1,91.1,82.65,HARDER
3,75.94,33.24,10,3,76.58,93.26,HARDER
1,79.77,31.81,11,3,88.66,88.3,SAME
2,87.49,16.13,11,1,90.92,100.0,HARDER
2,82.14,24.02,12,1,84.33,56.89,HARDER
2,76.11,24.0,16,5,71.78,65.8,SAME
1,92.59,21.1,14,0,96.86,83.96,HARDER
1,98.53,10.18,10,0,93.2,100.0,HARDER
2,86.98,36.89,14,2,84.41,65.89,HARDER
1,81.59,32.08,14,2,91.15,72.42,SAME
1,49.13,14.99,10,4,46.98,69.97,SAME
2,66.13,17.51,12,3,66.21,30.09,SAME
1,73.79,35.91,16,3,81.6,97.22,SAME
3,74.84,15.38,16,4,78.77,93.34,HARDER
1,90.12,24.72,13,0,86.57,61.92,HARDER
3,43.93,30.8,14,6,43.03,52.81,EASIER
1,86.2,24.3,10,0,86.16,67.91,HARDER
3,61.73,24.37,14,6,62.26,62.98,SAME
3,78.04,11.36,17,3,69.4,100.0,HARDER
1,82.66,29.22,13,1,90.85,100.0,HARDER
1,100.0,53.91,15,0,100.0,90.99,HARDER
3,72.84,32.14,17,5,77.74,52.75,SAME
2,74.12,37.98,11,3,63.09,70.35,SAME
3,61.6,38.54,13,4,70.7,90.23,SAME
2,57.12,15.88,11,5,70.95,49.35,SAME
3,94.5,19.15,12,0,100.0,86.22,HARDER
1,95.55,36.95,17,0,100.0,100.0,HARDER
1,99.39,34.58,15,0,96.96,100.0,HARDER
3,76.87,25.07,13,1,76.41,56.64,HARDER
3,73.41,59.32,14,2,75.73,82.23,SAME
1,55.85,49.52,11,1,66.15,71.03,SAME
1,100.0,14.89,12,0,100.0,91.37,HARDER
2,92.47,21.13,15,0,92.7,90.87,HARDER
1,86.04,12.62,17,3,87.94,65.64,HARDER
2,73.69,15.2,15,1,63.36,77.03,HARDER
3,77.04,16.96,15,5,74.11,95.83,HARDER
2,81.08,25.81,13,3,80.76,89.52,HARDER
2,70.51,20.36,16,4,66.31,61.1,SAME
2,79.96,19.99,12,3,89.71,100.0,HARDER
2,50.14,40.3,14,6,45.11,45.85,EASIER
3,37.55,14.52,16,10,37.29,50.99,EASIER
2,92.39,25.86,12,0,100.0,100.0,HARDER
3,57.34,9.97,17,5,53.96,29.37,SAME
1,100.0,31.27,17,0,100.0,100.0,HARDER
2,72.07,22.23,16,5,72.72,67.5,SAME
3,82.82,20.98,13,3,84.12,100.0,HARDER
1,60.87,35.56,13,3,66.42,66.91,SAME
1,66.77,28.57,17,6,55.59,51.0,SAME
3,64.16,28.77,15,5,60.45,80.41,SAME
2,83.69,33.0,10,1,91.54,77.96,HARDER
3,77.41,30.5,14,2,79.19,68.27,HARDER
2,97.98,30.04,11,0,100.0,100.0,HARDER
2,64.17,30.54,15,5,56.76,62.52,SAME
1,89.41,59.32,17,4,87.29,66.73,SAME
2,68.1,24.88,13,3,66.12,55.68,SAME
1,60.18,35.69,16,6,53.95,50.03,EASIER
2,60.93,21.01,11,4,55.03,84.93,SAME
3,77.53,26.57,16,4,83.92,65.56,SAME
1,86.42,21.29,16,1,85.84,80.79,HARDER
1,92.79,26.94,16,1,91.3,78.47,HARDER
1,67.42,26.31,13,3,62.88,81.59,SAME
1,78.5,26.55,16,4,81.17,62.4,SAME
1,96.0,25.05,12,0,88.43,80.68,HARDER
1,73.81,39.57,12,3,70.42,70.62,SAME
3,69.75,21.63,13,3,66.77,49.02,SAME
1,91.36,23.02,14,0,95.62,96.69,HARDER
1,66.52,16.93,16,6,72.78,76.51,SAME
3,78.59,22.8,15,4,81.29,100.0,HARDER
2,48.17,37.45,13,6,49.45,53.76,EASIER
1,88.25,18.94,14,2,89.27,100.0,HARDER
1,32.13,31.22,17,11,28.47,4.62,EASIER
1,70.51,49.94,17,3,80.89,94.14,SAME
1,56.37,42.45,14,4,54.45,64.08,EASIER
2,76.43,61.32,13,0,72.87,56.45,EASIER
3,70.86,36.89,16,1,74.37,99.02,HARDER
1,58.07,34.61,11,3,63.08,68.85,SAME
1,43.99,30.18,14,8,51.73,73.57,EASIER
1,71.96,29.3,17,4,73.02,66.93,SAME
2,92.35,68.08,10,0,83.4,79.57,SAME
2,100.0,35.93,16,0,100.0,97.32,HARDER
3,38.46,34.64,16,11,37.35,28.09,EASIER
2,76.84,60.85,13,3,81.9,64.91,SAME
2,77.69,34.73,13,2,86.91,82.89,HARDER
2,61.44,39.04,13,7,59.05,49.61,EASIER
1,94.5,37.82,11,0,83.68,77.3,HARDER
1,79.04,26.39,11,0,82.33,80.83,EASIER
2,71.84,46.33,15,3,75.82,75.8,SAME
2,78.87,20.03,15,1,83.38,69.65,HARDER
2,75.32,50.01,14,3,73.51,80.87,HARDER
2,69.61,43.19,10,2,64.06,30.4,SAME
2,100.0,30.36,11,0,96.22,82.36,HARDER
2,44.7,26.02,13,6,47.93,31.71,EASIER
1,72.17,31.74,14,4,71.61,34.68,SAME
3,82.62,47.58,10,2,91.47,89.37,HARDER
2,70.05,13.42,11,2,67.8,79.64,HARDER
3,79.21,39.8,13,3,84.99,89.75,HARDER
2,39.41,11.42,12,4,38.38,34.01,SAME
2,75.31,26.93,13,4,62.99,43.9,SAME
3,72.48,14.4,11,3,73.14,78.14,HARDER
3,87.81,47.62,10,1,93.89,100.0,HARDER
1,53.73,26.43,13,5,56.56,91.99,SAME
2,72.81,21.62,12,1,78.47,78.28,HARDER
3,68.93,16.37,17,5,77.67,82.41,HARDER
1,52.33,44.29,15,6,57.08,52.15,EASIER
2,100.0,27.88,12,0,99.37,68.65,HARDER
2,78.15,51.82,16,6,83.14,66.39,SAME
3,93.14,108.22,11,0,94.46,100.0,SAME
1,100.0,16.88,13,0,100.0,100.0,HARDER
1,85.34,24.9,12,3,85.4,81.34,HARDER
2,100.0,12.35,17,1,94.48,89.98,HARDER
1,57.17,46.67,16,6,59.68,58.71,EASIER
1,90.79,15.86,14,2,86.4,66.78,HARDER
2,76.29,34.89,16,4,88.54,100.0,HARDER
1,72.81,19.59,17,4,71.75,84.37,SAME
1,68.7,22.2,13,3,71.85,80.9,SAME
3,88.5,73.65,16,2,89.05,100.0,SAME
1,66.76,50.25,12,1,68.71,69.51,SAME
1,77.57,28.79,17,4,82.57,77.12,SAME
2,100.0,42.15,17,0,99.32,88.98,HARDER
1,64.02,34.74,16,6,71.95,82.13,SAME
3,70.15,37.47,12,4,70.31,36.52,SAME
1,70.97,35.03,14,0,68.54,58.33,SAME
2,48.71,18.86,12,3,54.77,53.43,SAME
1,96.29,26.59,13,0,95.15,93.52,HARDER
2,65.19,24.38,13,3,70.67,42.88,SAME
3,91.5,20.07,11,0,93.4,76.58,HARDER
2,74.36,22.51,13,2,83.22,89.7,HARDER
2,80.82,71.2,14,3,78.41,86.12,SAME
1,87.77,9.94,16,1,88.39,90.68,HARDER
2,71.14,10.01,10,1,69.61,67.42,HARDER
1,58.33,43.65,12,4,57.02,38.33,EASIER
3,55.16,48.23,13,7,61.94,57.85,EASIER
2,93.22,56.96,10,1,89.59,94.94,HARDER
1,90.04,35.43,16,0,95.53,100.0,HARDER
3,76.61,34.88,16,3,78.47,60.47,SAME
2,49.8,28.29,13,10,49.25,34.01,EASIER
1,91.5,24.64,11,0,94.61,88.33,HARDER
3,59.03,19.84,15,6,64.39,69.66,SAME
2,82.97,49.24,11,1,83.56,75.43,SAME
1,75.93,40.31,12,1,74.29,52.92,SAME
1,58.46,30.58,14,5,61.89,66.21,SAME
3,100.0,27.42,14,1,92.98,99.05,HARDER
1,100.0,36.73,17,1,100.0,93.51,HARDER
2,83.56,51.85,10,1,83.3,89.67,HARDER
2,54.63,26.06,13,6,56.36,61.77,SAME
