puzzle_pieces,accuracy,response_time,attempts,mistakes,previous_score,current_level,difficulty_change
12,85.97,23.92,17,2,79.42,4,HARDER
6,100.0,15.27,6,0,99.83,2,HARDER
12,80.84,46.26,17,3,74.37,4,HARDER
4,79.82,10.12,5,1,94.24,1,HARDER
12,79.01,19.37,20,3,83.08,4,SAME
9,69.51,29.03,18,4,54.71,3,EASIER
9,88.89,18.27,11,1,93.73,3,HARDER
4,100.0,9.82,4,0,100.0,1,HARDER
12,85.11,24.97,15,2,73.39,4,HARDER
6,86.75,18.16,8,1,81.88,2,HARDER
9,90.35,16.57,11,1,84.68,3,HARDER
4,67.06,20.9,7,2,85.39,1,SAME
9,99.49,23.95,11,0,97.51,3,HARDER
4,99.41,15.44,4,0,100.0,1,HARDER
12,75.11,52.4,19,4,50.11,4,EASIER
6,84.95,12.71,7,1,100.0,2,HARDER
16,87.73,30.37,21,2,95.05,5,HARDER
4,100.0,13.43,4,0,100.0,1,HARDER
9,90.23,19.76,11,1,90.82,3,HARDER
16,79.91,33.3,23,4,75.54,5,HARDER
16,95.52,36.69,20,1,81.26,5,HARDER
4,79.97,11.45,5,1,100.0,1,HARDER
4,66.65,19.18,7,2,91.24,1,HARDER
6,75.9,17.84,9,2,66.33,2,EASIER
4,99.6,10.44,6,0,98.32,1,HARDER
9,90.11,17.37,10,1,100.0,3,HARDER
9,76.37,30.17,13,3,71.7,3,SAME
12,91.52,17.25,16,1,82.15,4,HARDER
6,98.51,12.82,7,0,100.0,2,HARDER
4,98.52,11.89,4,0,88.31,1,HARDER
12,79.22,24.03,17,3,82.47,4,SAME
12,67.29,40.34,26,6,49.91,4,EASIER
12,80.25,23.28,20,3,76.68,4,EASIER
9,89.14,16.76,10,1,97.3,3,HARDER
9,89.0,23.61,12,1,93.05,3,HARDER
6,74.86,12.93,8,2,83.69,2,HARDER
9,82.34,24.41,11,2,86.23,3,HARDER
9,70.62,24.92,18,4,64.0,3,EASIER
9,74.61,32.39,13,3,70.83,3,SAME
9,83.0,18.49,11,2,83.79,3,HARDER
16,77.14,59.29,25,5,70.8,5,EASIER
4,99.85,10.02,4,0,100.0,1,HARDER
4,100.0,12.5,4,0,98.2,1,HARDER
12,86.46,13.1,15,2,81.85,4,HARDER
16,89.19,30.31,21,2,72.73,5,HARDER
4,99.41,15.61,4,0,100.0,1,HARDER
9,99.94,18.19,10,0,100.0,3,HARDER
12,79.79,27.23,18,3,92.84,4,HARDER
12,78.14,36.57,16,3,70.5,4,SAME
12,81.44,36.63,19,3,79.77,4,SAME
12,92.5,22.13,14,1,89.02,4,HARDER
6,99.13,13.51,6,0,100.0,2,HARDER
4,65.83,15.78,6,2,97.38,1,EASIER
4,100.0,13.05,4,0,100.0,1,HARDER
6,66.43,21.52,15,3,61.82,2,EASIER
12,63.42,44.2,23,7,35.48,4,EASIER
12,75.5,20.91,18,4,65.32,4,SAME
4,67.96,20.91,7,2,86.01,1,SAME
12,78.81,57.17,17,3,80.29,4,SAME
16,88.85,18.2,20,2,88.63,5,HARDER
4,77.89,7.83,5,1,92.48,1,HARDER
9,91.15,16.85,13,1,89.36,3,HARDER
16,73.12,32.22,24,6,59.13,5,SAME
9,76.74,23.03,16,3,78.2,3,HARDER
12,85.52,18.22,16,2,92.96,4,HARDER
12,92.74,17.89,13,1,100.0,4,HARDER
4,78.88,10.55,6,1,93.54,1,HARDER
12,75.76,35.83,17,4,67.57,4,SAME
12,80.48,27.31,20,3,60.2,4,EASIER
9,74.82,21.99,14,3,71.87,3,SAME
9,81.84,28.9,12,2,69.14,3,HARDER
12,69.17,33.35,19,5,53.34,4,EASIER
4,79.77,16.44,6,1,93.68,1,HARDER
12,79.72,32.11,18,3,68.1,4,HARDER
6,86.55,17.31,7,1,100.0,2,HARDER
12,80.26,21.37,16,3,81.61,4,HARDER
9,100.0,16.11,10,0,100.0,3,HARDER
4,78.17,15.43,6,1,95.49,1,HARDER
9,91.63,26.42,11,1,96.05,3,HARDER
16,80.58,29.25,23,4,69.2,5,HARDER
12,85.37,13.19,17,2,89.69,4,HARDER
16,75.8,60.37,21,5,73.16,5,EASIER
9,99.81,14.24,9,0,96.79,3,HARDER
9,100.0,18.13,9,0,100.0,3,HARDER
12,86.66,43.96,17,2,92.97,4,HARDER
12,79.44,27.66,18,3,64.57,4,SAME
9,99.71,14.97,9,0,100.0,3,HARDER
16,96.34,30.41,18,1,95.76,5,HARDER
4,80.79,13.14,5,1,100.0,1,HARDER
12,91.44,19.48,15,1,88.77,4,HARDER
16,79.69,44.78,23,4,65.0,5,SAME
6,85.42,31.51,9,1,99.53,2,HARDER
12,80.28,28.53,17,3,73.74,4,HARDER
6,75.08,13.24,10,2,75.21,2,HARDER
16,78.19,20.98,25,4,65.65,5,SAME
4,100.0,14.77,4,0,89.22,1,HARDER
9,88.16,11.7,11,1,89.86,3,HARDER
16,90.1,18.32,20,2,78.45,5,HARDER
12,100.0,12.46,14,0,100.0,4,HARDER
16,68.8,32.12,27,7,44.35,5,EASIER
4,98.78,15.65,5,0,100.0,1,HARDER
4,81.63,10.98,5,1,100.0,1,HARDER
12,99.37,23.35,12,0,100.0,4,HARDER
9,89.99,25.37,12,1,87.87,3,HARDER
16,69.56,27.65,25,7,50.39,5,EASIER
4,100.0,10.82,5,0,100.0,1,HARDER
16,79.4,28.76,22,4,72.95,5,HARDER
9,81.96,17.21,12,2,79.06,3,HARDER
12,66.67,25.31,20,6,55.45,4,EASIER
12,80.71,23.66,20,3,81.09,4,SAME
4,99.71,9.08,4,0,99.46,1,HARDER
12,81.05,26.4,19,3,70.32,4,SAME
6,86.08,19.89,7,1,88.13,2,HARDER
6,100.0,18.14,6,0,99.98,2,HARDER
16,84.47,50.51,20,3,77.69,5,SAME
6,73.69,29.23,10,2,84.46,2,HARDER
4,78.35,8.91,5,1,100.0,1,SAME
12,74.89,19.83,22,4,64.11,4,SAME
4,98.72,10.62,4,0,91.94,1,HARDER
6,100.0,10.32,6,0,98.85,2,HARDER
6,99.29,11.98,6,0,92.36,2,HARDER
12,75.71,20.51,17,4,74.07,4,HARDER
6,73.3,13.49,10,2,79.37,2,HARDER
4,81.06,23.51,7,1,74.87,1,HARDER
4,81.34,12.64,5,1,84.46,1,HARDER
4,65.64,17.22,6,2,93.98,1,EASIER
9,80.02,16.04,11,2,86.81,3,SAME
16,83.76,28.39,25,3,77.89,5,HARDER
16,67.41,37.28,32,8,36.39,5,EASIER
12,79.48,34.24,18,3,61.29,4,SAME
12,82.39,26.29,19,3,53.83,4,HARDER
9,90.06,27.8,10,1,78.72,3,HARDER
12,91.76,22.39,14,1,100.0,4,HARDER
4,100.0,15.04,5,0,93.46,1,HARDER
12,75.79,13.74,20,4,50.69,4,EASIER
6,99.29,11.62,6,0,94.53,2,HARDER
9,88.56,18.45,10,1,97.47,3,HARDER
12,71.01,29.41,20,5,70.64,4,SAME
12,69.47,41.27,18,5,62.83,4,EASIER
4,66.97,18.01,7,2,68.75,1,SAME
9,90.32,14.35,10,1,86.41,3,HARDER
16,86.76,38.09,20,2,78.12,5,HARDER
16,74.62,25.7,23,5,62.55,5,EASIER
4,79.38,15.22,6,1,83.31,1,HARDER
9,75.02,14.01,14,3,71.93,3,EASIER
4,99.31,7.16,4,0,100.0,1,HARDER
12,85.66,25.55,17,2,78.64,4,HARDER
4,98.35,12.82,4,0,98.24,1,HARDER
12,98.93,14.84,12,0,100.0,4,HARDER
4,100.0,13.79,4,0,100.0,1,HARDER
16,69.2,53.0,27,7,54.63,5,EASIER
9,100.0,13.0,9,0,100.0,3,HARDER
16,76.18,31.61,23,5,61.83,5,SAME
6,85.77,12.48,7,1,100.0,2,HARDER
16,90.26,21.16,21,2,77.54,5,HARDER
16,75.25,45.2,23,5,46.06,5,SAME
4,100.0,9.99,4,0,100.0,1,HARDER
9,89.46,20.48,12,1,75.23,3,HARDER
6,100.0,16.92,6,0,100.0,2,HARDER
12,74.32,35.29,19,4,64.07,4,SAME
12,91.07,18.79,15,1,91.25,4,HARDER
12,84.56,18.14,18,2,81.69,4,HARDER
9,99.19,16.01,9,0,100.0,3,HARDER
6,87.44,9.65,7,1,93.87,2,HARDER
9,82.08,21.69,13,2,80.61,3,HARDER
16,79.2,32.95,24,4,57.11,5,SAME
4,99.33,10.67,4,0,98.72,1,HARDER
6,87.08,11.49,9,1,100.0,2,HARDER
16,76.57,45.01,23,5,58.29,5,EASIER
12,87.05,23.49,15,2,76.8,4,HARDER
12,66.81,37.69,21,6,60.07,4,EASIER
6,98.73,17.11,6,0,100.0,2,HARDER
9,81.4,14.75,14,2,64.32,3,SAME
16,80.44,36.8,20,4,71.68,5,SAME
16,79.36,31.75,23,4,59.63,5,SAME
4,98.36,12.15,4,0,100.0,1,HARDER
12,92.1,22.57,14,1,80.41,4,HARDER
12,74.51,20.28,17,4,77.34,4,EASIER
4,99.99,11.91,4,0,100.0,1,HARDER
9,89.72,22.3,11,1,84.55,3,HARDER
16,64.85,27.82,32,9,15.19,5,EASIER
6,99.84,11.94,6,0,83.32,2,HARDER
4,79.5,11.48,6,1,89.44,1,HARDER
12,84.93,29.59,14,2,82.55,4,HARDER
4,100.0,11.66,5,0,94.24,1,HARDER
16,73.42,32.56,24,5,47.62,5,EASIER
6,86.0,13.35,8,1,96.91,2,HARDER
9,74.24,34.99,14,3,75.12,3,SAME
9,98.05,18.07,9,0,95.25,3,HARDER
9,81.0,28.96,13,2,85.48,3,HARDER
12,92.73,24.93,13,1,91.29,4,HARDER
12,76.26,34.74,21,4,52.46,4,SAME
9,80.81,21.62,11,2,84.2,3,HARDER
4,100.0,6.91,4,0,98.64,1,HARDER
12,62.94,34.8,22,7,27.85,4,EASIER
16,66.23,31.48,31,8,26.03,5,EASIER
9,69.14,32.42,17,4,60.43,3,EASIER
4,100.0,9.61,4,0,100.0,1,HARDER
16,63.2,53.33,33,10,15.64,5,EASIER
12,84.15,23.76,16,2,95.99,4,HARDER
4,79.91,16.37,5,1,98.87,1,HARDER
9,98.57,16.54,9,0,100.0,3,HARDER
6,85.29,16.01,7,1,100.0,2,HARDER
12,70.03,33.67,21,5,50.31,4,EASIER
6,100.0,15.33,6,0,100.0,2,HARDER
6,84.45,27.77,8,1,86.07,2,HARDER
16,71.66,55.1,25,6,65.54,5,EASIER
12,74.68,45.43,20,4,50.62,4,EASIER
9,63.98,42.52,20,5,44.76,3,EASIER
6,74.48,13.39,9,2,98.42,2,SAME
4,56.74,14.88,9,3,86.92,1,EASIER
9,100.0,13.71,9,0,95.34,3,HARDER
6,87.29,14.92,9,1,78.25,2,HARDER
6,66.73,23.78,10,3,83.48,2,EASIER
6,76.7,16.2,8,2,82.45,2,HARDER
12,65.41,35.88,18,6,66.13,4,EASIER
4,100.0,17.06,4,0,94.73,1,HARDER
4,98.67,11.35,4,0,100.0,1,HARDER
4,59.05,19.99,7,3,68.41,1,EASIER
6,100.0,17.65,6,0,86.8,2,HARDER
16,63.31,66.82,35,9,5.05,5,EASIER
9,88.5,18.53,11,1,100.0,3,HARDER
9,70.3,24.01,15,4,76.8,3,EASIER
9,98.7,19.42,9,0,100.0,3,HARDER
9,80.9,17.44,14,2,70.84,3,HARDER
12,80.97,29.76,15,3,81.04,4,EASIER
12,85.66,17.15,17,2,72.04,4,HARDER
12,72.77,40.46,19,5,52.26,4,EASIER
16,76.03,24.0,29,5,56.38,5,EASIER
12,63.78,49.0,22,7,45.95,4,EASIER
16,83.83,20.1,22,3,79.64,5,HARDER
12,90.89,18.05,15,1,80.41,4,HARDER
9,90.97,13.91,10,1,96.55,3,HARDER
16,69.32,45.97,27,7,40.03,5,EASIER
4,99.67,14.24,4,0,100.0,1,HARDER
4,100.0,8.86,4,0,88.35,1,HARDER
12,71.04,27.19,21,5,56.93,4,EASIER
4,99.72,9.82,4,0,100.0,1,HARDER
4,100.0,7.36,4,0,100.0,1,HARDER
16,89.45,22.87,21,2,75.41,5,HARDER
4,80.56,14.17,6,1,100.0,1,HARDER
4,98.21,7.26,4,0,100.0,1,HARDER
4,79.78,12.57,6,1,82.51,1,HARDER
9,79.99,19.35,13,2,93.56,3,HARDER
16,83.32,24.54,21,3,74.34,5,HARDER
12,80.08,28.65,17,3,79.85,4,SAME
12,92.31,25.57,13,1,96.76,4,HARDER
6,100.0,9.72,9,0,100.0,2,HARDER
12,92.29,27.25,13,1,84.75,4,HARDER
12,75.14,29.53,21,4,69.31,4,SAME
16,76.74,19.77,22,5,56.71,5,EASIER
12,79.56,25.11,16,3,79.78,4,SAME
16,84.58,27.99,21,3,69.12,5,SAME
16,89.62,23.82,19,2,84.08,5,HARDER
6,75.74,20.13,8,2,84.69,2,SAME
12,92.83,20.66,17,1,90.94,4,HARDER
4,67.32,18.53,7,2,82.37,1,EASIER
6,85.28,18.2,7,1,94.16,2,HARDER
9,74.37,30.14,12,3,82.45,3,SAME
4,98.68,13.87,4,0,100.0,1,HARDER
16,75.84,43.74,26,5,57.01,5,EASIER
6,85.89,18.87,7,1,88.01,2,HARDER
4,99.86,14.07,4,0,92.26,1,HARDER
6,73.77,20.54,8,2,91.21,2,HARDER
6,98.78,13.44,6,0,100.0,2,HARDER
4,99.57,15.68,4,0,97.45,1,HARDER
9,99.97,13.6,9,0,100.0,3,HARDER
16,95.46,24.98,18,1,100.0,5,HARDER
4,100.0,13.91,4,0,98.78,1,HARDER
9,69.12,18.73,15,4,66.44,3,EASIER
6,100.0,8.43,6,0,97.59,2,HARDER
6,75.29,25.95,9,2,82.83,2,SAME
12,82.03,30.68,15,3,90.13,4,HARDER
12,70.44,26.65,25,5,49.77,4,EASIER
16,69.05,65.1,30,7,23.8,5,EASIER
4,80.46,14.17,6,1,98.74,1,HARDER
9,90.08,20.13,11,1,91.72,3,HARDER
16,75.49,24.81,24,5,47.51,5,EASIER
12,69.0,29.12,22,5,55.3,4,EASIER
12,66.42,35.05,23,6,26.35,4,EASIER
9,88.64,22.63,12,1,92.26,3,HARDER
4,100.0,8.97,4,0,100.0,1,HARDER
4,99.82,12.41,4,0,100.0,1,HARDER
9,89.5,19.28,10,1,100.0,3,HARDER
16,91.57,24.11,20,2,100.0,5,HARDER
6,100.0,11.21,6,0,92.05,2,HARDER
16,94.5,31.74,18,1,83.94,5,HARDER
6,85.1,18.79,7,1,98.12,2,HARDER
6,85.22,22.57,9,1,87.32,2,HARDER
12,85.91,16.9,14,2,85.67,4,HARDER
16,88.89,28.1,20,2,86.71,5,HARDER
9,75.76,26.76,14,3,74.92,3,HARDER
6,75.73,29.78,10,2,83.19,2,SAME
12,98.32,22.37,12,0,100.0,4,HARDER
4,77.44,19.89,5,1,94.99,1,HARDER
12,72.26,28.18,20,5,59.98,4,SAME
12,74.78,26.03,16,4,78.56,4,SAME
16,78.59,22.0,23,4,69.85,5,SAME
12,59.85,30.76,25,8,26.97,4,EASIER
6,73.99,13.23,8,2,93.08,2,HARDER
12,70.79,35.13,20,5,59.99,4,EASIER
4,99.89,13.99,4,0,100.0,1,HARDER
12,63.01,39.82,22,7,63.77,4,EASIER
16,75.96,72.12,24,5,61.61,5,SAME
9,98.85,17.27,9,0,100.0,3,HARDER
16,93.52,24.64,22,1,77.77,5,HARDER
6,100.0,20.95,6,0,100.0,2,HARDER
12,80.63,29.66,19,3,74.28,4,HARDER
4,100.0,11.36,4,0,100.0,1,HARDER
9,75.49,25.84,14,3,62.03,3,SAME
9,63.2,36.43,16,5,50.1,3,EASIER
4,100.0,9.37,4,0,100.0,1,HARDER
9,75.88,29.77,13,3,84.99,3,SAME
16,85.18,28.47,20,3,80.95,5,HARDER
4,100.0,16.12,4,0,99.76,1,HARDER
16,59.72,59.66,33,11,16.14,5,EASIER
9,81.54,22.63,12,2,86.37,3,HARDER
12,81.23,26.49,19,3,62.6,4,SAME
12,84.84,20.9,14,2,88.74,4,HARDER
6,99.31,12.9,6,0,98.6,2,HARDER
4,79.97,12.71,5,1,82.77,1,SAME
16,72.6,32.16,24,6,50.89,5,EASIER
16,84.55,40.15,21,3,65.61,5,HARDER
16,73.39,31.53,25,6,55.94,5,EASIER
6,99.16,12.64,6,0,100.0,2,HARDER
12,74.62,41.83,18,4,59.22,4,EASIER
16,78.08,18.2,24,4,65.0,5,EASIER
16,76.84,28.47,22,5,63.71,5,EASIER
4,98.48,11.74,4,0,100.0,1,HARDER
16,83.43,28.14,19,3,68.4,5,HARDER
6,100.0,20.87,6,0,100.0,2,HARDER
4,78.47,15.18,6,1,94.99,1,SAME
12,74.77,30.73,18,4,78.48,4,SAME
4,80.58,11.77,5,1,92.97,1,HARDER
4,65.96,22.35,6,2,90.17,1,EASIER
9,90.46,19.67,11,1,95.11,3,HARDER
9,81.45,19.81,16,2,72.83,3,SAME
6,99.56,16.42,6,0,100.0,2,HARDER
4,100.0,14.09,4,0,92.98,1,HARDER
4,99.84,8.4,4,0,100.0,1,HARDER
6,84.73,13.31,8,1,97.23,2,HARDER
12,78.53,23.82,16,3,77.64,4,SAME
6,66.98,15.61,9,3,75.65,2,EASIER
9,82.88,24.0,14,2,88.76,3,HARDER
16,71.8,62.25,26,6,53.38,5,EASIER
4,100.0,8.28,4,0,98.62,1,HARDER
4,80.5,13.18,5,1,98.71,1,HARDER
4,100.0,18.31,5,0,100.0,1,HARDER
16,84.36,32.35,23,3,82.79,5,HARDER
16,81.07,20.03,23,4,67.09,5,HARDER
12,94.39,19.0,14,1,99.19,4,HARDER
4,80.48,14.83,5,1,93.51,1,HARDER
9,81.0,9.81,12,2,78.83,3,HARDER
16,95.44,23.69,19,1,80.15,5,HARDER
12,84.78,24.69,14,2,86.94,4,HARDER
9,90.62,12.47,10,1,94.37,3,HARDER
4,79.29,9.52,5,1,96.46,1,HARDER
12,85.01,18.51,16,2,82.04,4,HARDER
4,100.0,11.17,4,0,94.23,1,HARDER
12,86.88,16.68,14,2,86.06,4,HARDER
6,100.0,23.35,7,0,100.0,2,HARDER
6,84.87,19.36,8,1,94.08,2,HARDER
16,66.8,46.77,30,8,25.35,5,EASIER
4,68.73,15.95,6,2,77.36,1,SAME
9,89.93,16.16,13,1,82.3,3,HARDER
12,87.48,19.57,15,2,76.25,4,HARDER
16,79.94,35.05,24,4,63.4,5,SAME
6,73.63,11.08,9,2,86.85,2,SAME
4,78.46,11.89,6,1,100.0,1,HARDER
12,85.01,29.17,17,2,78.71,4,SAME
4,98.28,16.03,4,0,88.71,1,HARDER
6,100.0,17.7,6,0,98.42,2,HARDER
16,72.1,28.98,24,6,56.53,5,SAME
12,66.19,33.02,23,6,48.33,4,EASIER
4,100.0,6.17,4,0,89.59,1,HARDER
6,100.0,9.91,6,0,100.0,2,HARDER
9,89.54,19.55,11,1,86.61,3,HARDER
6,74.89,23.37,10,2,67.33,2,SAME
16,79.97,25.15,21,4,71.77,5,HARDER
16,69.22,43.03,29,7,42.63,5,EASIER
6,85.82,16.27,7,1,90.31,2,HARDER
12,73.61,24.59,21,5,72.03,4,EASIER
9,69.78,23.29,15,4,69.32,3,EASIER
9,100.0,11.86,9,0,100.0,3,HARDER
9,72.82,29.57,13,3,74.2,3,HARDER
12,80.44,18.76,16,3,79.02,4,HARDER
12,84.62,20.35,15,2,98.23,4,HARDER
6,100.0,18.84,6,0,100.0,2,HARDER
9,75.85,29.8,13,3,79.83,3,EASIER
9,74.09,24.62,14,3,76.61,3,EASIER
12,78.33,24.24,19,3,55.72,4,SAME
4,100.0,15.21,4,0,100.0,1,HARDER
12,76.93,20.81,18,4,70.88,4,SAME
16,70.79,39.36,27,6,49.09,5,EASIER
16,75.05,41.47,24,5,55.8,5,EASIER
6,75.75,12.17,9,2,86.7,2,HARDER
6,85.09,16.08,8,1,87.44,2,HARDER
6,75.71,14.8,11,2,90.42,2,HARDER
9,75.74,17.74,15,3,71.15,3,HARDER
9,80.96,13.88,14,2,90.4,3,HARDER
12,71.49,31.03,24,5,38.22,4,EASIER
16,76.28,36.57,24,5,65.18,5,SAME
12,100.0,22.46,14,0,100.0,4,HARDER
16,83.97,34.88,20,3,77.74,5,HARDER
4,100.0,8.74,4,0,100.0,1,HARDER
6,100.0,12.44,6,0,98.27,2,HARDER
9,63.75,51.24,16,5,50.05,3,EASIER
12,90.82,22.17,14,1,94.35,4,HARDER
6,84.16,10.97,8,1,97.55,2,HARDER
16,66.16,34.54,31,8,22.89,5,EASIER
16,79.34,25.78,21,4,63.29,5,HARDER
9,82.23,19.41,12,2,77.1,3,HARDER
12,66.96,26.22,24,6,31.8,4,EASIER
12,85.62,14.85,14,2,76.33,4,HARDER
4,66.72,17.96,8,2,88.0,1,SAME
9,82.62,24.06,15,2,79.92,3,SAME
12,75.14,22.41,18,4,69.69,4,SAME
4,99.71,10.27,4,0,92.44,1,HARDER
12,81.25,18.26,17,3,74.24,4,SAME
4,80.52,10.39,5,1,84.97,1,HARDER
9,72.36,29.22,14,3,80.34,3,SAME
16,77.63,29.52,23,5,63.87,5,EASIER
6,73.54,11.25,10,2,82.85,2,SAME
6,85.3,18.4,7,1,100.0,2,HARDER
6,85.99,12.33,8,1,90.99,2,HARDER
6,74.84,27.76,8,2,93.47,2,SAME
16,84.03,37.42,22,3,67.85,5,HARDER
6,100.0,8.02,6,0,87.42,2,HARDER
9,99.78,9.64,9,0,100.0,3,HARDER
12,67.65,27.27,21,6,70.31,4,EASIER
9,82.33,15.79,12,2,76.49,3,HARDER
16,72.12,67.3,31,6,41.21,5,EASIER
6,99.26,20.23,6,0,93.88,2,HARDER
9,81.43,14.62,13,2,80.82,3,HARDER
4,99.17,9.21,4,0,100.0,1,HARDER
12,93.22,26.25,14,1,92.16,4,HARDER
12,92.21,19.83,13,1,96.5,4,HARDER
4,99.95,13.19,4,0,100.0,1,HARDER
12,100.0,21.18,13,0,87.14,4,HARDER
4,99.89,13.63,4,0,93.77,1,HARDER
9,89.13,16.7,10,1,91.02,3,HARDER
9,88.44,20.42,12,1,81.83,3,HARDER
6,84.45,12.39,7,1,82.13,2,HARDER
9,91.99,27.11,11,1,100.0,3,HARDER
6,100.0,15.84,7,0,95.85,2,HARDER
6,99.92,15.05,6,0,100.0,2,HARDER
6,67.24,19.42,9,3,68.78,2,EASIER
4,98.85,11.72,4,0,99.04,1,HARDER
6,86.28,13.57,7,1,100.0,2,HARDER
9,75.27,18.06,14,3,95.87,3,HARDER
6,74.36,14.8,9,2,85.87,2,SAME
4,79.31,10.77,5,1,96.6,1,HARDER
4,98.87,10.96,4,0,100.0,1,HARDER
6,98.76,12.28,6,0,87.33,2,HARDER
16,84.3,16.69,23,3,69.27,5,SAME
16,63.75,43.15,36,9,14.37,5,EASIER
12,85.53,32.58,15,2,90.04,4,HARDER
16,70.61,44.43,30,7,25.4,5,EASIER
16,89.13,25.96,19,2,88.48,5,HARDER
4,99.82,10.91,4,0,100.0,1,HARDER
12,85.52,30.96,17,2,89.71,4,HARDER
4,77.68,11.08,5,1,89.4,1,EASIER
12,79.71,27.06,17,3,75.06,4,SAME
16,66.99,30.86,26,8,40.92,5,EASIER
9,74.21,15.23,12,3,84.81,3,SAME
6,100.0,12.11,7,0,91.9,2,HARDER
12,78.84,28.35,18,3,72.8,4,SAME
4,99.32,16.11,4,0,100.0,1,HARDER
4,66.59,16.18,6,2,82.95,1,SAME
4,99.22,11.47,4,0,98.96,1,HARDER
4,66.78,24.29,6,2,85.19,1,SAME
6,100.0,18.07,7,0,98.06,2,HARDER
9,82.98,17.74,12,2,92.95,3,HARDER
4,79.26,25.21,5,1,99.32,1,HARDER
4,66.66,20.04,8,2,70.21,1,SAME
12,79.03,13.7,17,3,82.14,4,HARDER
16,80.08,51.18,22,4,68.29,5,SAME
6,83.74,18.87,9,1,92.21,2,HARDER
6,85.92,21.82,7,1,93.57,2,HARDER
6,99.72,13.96,6,0,100.0,2,HARDER
12,55.6,43.62,28,9,23.84,4,EASIER
9,80.94,24.16,12,2,94.11,3,HARDER
6,100.0,12.58,7,0,89.07,2,HARDER
12,67.52,30.61,24,6,44.04,4,EASIER
6,73.69,19.85,9,2,78.68,2,HARDER
16,74.32,28.04,22,5,63.54,5,SAME
16,71.66,59.11,26,6,40.88,5,EASIER
6,86.18,14.05,7,1,100.0,2,HARDER
16,94.95,16.65,18,1,100.0,5,HARDER
6,75.12,24.81,10,2,79.32,2,HARDER
4,100.0,10.64,4,0,90.26,1,HARDER
6,84.91,7.95,9,1,87.45,2,HARDER
16,72.61,32.41,24,6,47.3,5,EASIER
9,88.79,13.51,11,1,99.15,3,HARDER
16,90.16,18.49,18,2,80.97,5,HARDER
9,73.12,29.15,13,3,79.52,3,SAME
12,93.37,19.32,13,1,93.17,4,HARDER
9,100.0,17.57,9,0,87.86,3,HARDER
4,100.0,13.29,4,0,92.01,1,HARDER
4,99.64,10.83,4,0,92.15,1,HARDER
4,81.31,9.6,8,1,94.29,1,HARDER
9,90.42,21.7,10,1,99.6,3,HARDER
12,92.43,19.03,14,1,91.14,4,HARDER
4,65.97,22.89,6,2,85.05,1,SAME
12,81.1,38.76,20,3,61.22,4,SAME
16,73.5,29.36,26,6,56.6,5,EASIER
12,65.99,30.91,20,6,46.65,4,EASIER
12,86.92,25.57,17,2,74.27,4,SAME
4,79.88,17.69,5,1,90.04,1,HARDER
9,90.02,13.03,13,1,97.41,3,HARDER
16,65.83,58.81,29,9,12.12,5,EASIER
9,65.46,28.84,16,5,57.84,3,EASIER
12,79.24,23.74,16,3,75.25,4,HARDER
12,86.12,23.27,15,2,86.44,4,HARDER
6,76.18,21.98,9,2,64.71,2,SAME
9,100.0,15.19,9,0,100.0,3,HARDER
4,80.69,9.29,5,1,96.36,1,HARDER
9,90.57,15.56,11,1,99.57,3,HARDER
4,55.8,18.06,12,3,52.54,1,EASIER
9,80.9,20.29,11,2,65.87,3,HARDER
4,79.38,12.44,7,1,84.17,1,SAME
16,88.57,22.08,23,2,69.5,5,HARDER
6,85.97,26.16,8,1,92.65,2,HARDER
4,79.35,11.56,7,1,91.74,1,HARDER
9,65.16,32.02,20,5,55.68,3,EASIER
16,78.83,34.74,26,4,66.25,5,EASIER
16,64.98,32.23,27,8,35.42,5,EASIER
4,99.14,17.32,4,0,96.83,1,HARDER
6,87.09,15.35,9,1,87.42,2,HARDER
12,91.65,23.31,15,1,87.63,4,HARDER
12,99.37,25.49,13,0,100.0,4,HARDER
16,76.41,30.92,26,5,51.28,5,EASIER
4,100.0,9.34,4,0,100.0,1,HARDER
12,79.16,19.64,18,3,88.17,4,SAME
6,100.0,14.49,6,0,100.0,2,HARDER
4,98.14,10.68,4,0,96.05,1,HARDER
9,81.02,34.31,12,2,91.18,3,HARDER
12,79.47,26.67,15,3,74.48,4,HARDER
4,68.47,18.62,7,2,86.6,1,SAME
16,71.1,72.65,23,7,51.51,5,EASIER
9,74.35,30.61,13,3,75.24,3,SAME
4,78.17,21.2,5,1,92.88,1,HARDER
16,84.65,30.39,23,3,65.84,5,HARDER
6,99.14,7.62,7,0,90.23,2,HARDER
16,84.32,32.85,20,3,77.27,5,HARDER
16,61.15,73.95,29,9,24.21,5,EASIER
16,72.26,42.17,26,6,52.03,5,EASIER
9,100.0,19.98,9,0,100.0,3,HARDER
6,85.21,18.92,8,1,94.97,2,HARDER
6,59.31,15.8,13,4,70.81,2,EASIER
9,76.39,22.36,14,3,78.38,3,HARDER
12,76.19,34.96,18,4,69.73,4,SAME
4,100.0,14.18,4,0,92.51,1,HARDER
9,82.52,20.81,14,2,96.5,3,HARDER
16,71.04,26.34,25,7,37.25,5,EASIER
4,97.34,9.75,4,0,100.0,1,HARDER
12,100.0,24.02,12,0,95.8,4,HARDER
6,100.0,12.02,6,0,100.0,2,HARDER
9,81.71,29.84,13,2,82.26,3,HARDER
6,100.0,13.15,6,0,100.0,2,HARDER
9,100.0,16.83,9,0,95.23,3,HARDER
