current_level,accuracy,response_time,total_attempts,mistakes,previous_score,hint_used,difficulty_score,difficulty_change
1,88.86,13.87,6,0,78.31,0,0.66,HARDER
4,65.4,54.69,8,1,77.75,0,2.584,EASIER
2,64.5,35.29,13,5,64.18,0,2.068,EASIER
4,64.75,31.84,10,2,73.26,0,2.541,EASIER
2,96.72,25.69,6,0,83.9,0,1.02,HARDER
2,84.7,33.81,6,0,83.99,0,1.255,HARDER
4,72.8,34.91,7,1,79.84,0,2.341,SAME
5,77.74,27.86,6,0,77.8,0,2.52,SAME
5,71.15,66.45,10,4,73.52,0,3.276,EASIER
4,81.13,47.41,7,1,72.56,0,2.299,SAME
3,83.23,34.83,7,1,71.32,0,1.784,SAME
3,85.43,45.51,8,2,81.26,0,1.922,SAME
5,65.5,75.85,9,3,74.56,0,3.323,EASIER
2,95.47,30.77,6,0,83.51,0,1.073,HARDER
5,57.88,31.3,11,3,59.79,1,3.14,EASIER
4,74.14,21.84,10,2,75.11,0,2.334,SAME
4,85.97,46.02,10,2,76.1,0,2.317,SAME
3,78.46,31.82,9,2,77.38,0,1.935,SAME
5,65.69,52.89,9,2,69.91,0,3.067,EASIER
4,97.88,78.67,7,1,85.96,0,2.256,SAME
1,100.0,25.98,6,0,81.06,0,0.573,HARDER
4,76.42,37.16,7,1,77.0,0,2.301,SAME
4,65.3,29.8,9,2,66.45,0,2.519,EASIER
5,49.65,64.71,10,2,55.47,0,3.387,EASIER
5,77.09,60.16,7,1,77.05,1,2.845,EASIER
5,82.66,45.88,6,0,79.57,0,2.566,SAME
1,93.96,6.03,6,0,79.66,0,0.531,HARDER
4,57.89,27.26,11,3,61.84,0,2.713,EASIER
5,71.6,70.17,10,2,69.13,1,3.094,EASIER
5,65.13,29.82,12,4,75.41,0,3.122,EASIER
3,81.62,39.08,8,1,76.63,0,1.836,SAME
5,89.43,59.71,6,0,89.32,0,2.557,HARDER
5,77.89,33.64,6,0,84.15,0,2.556,SAME
1,95.76,25.8,6,0,88.25,0,0.636,HARDER
5,69.55,48.43,8,1,60.93,0,2.88,EASIER
4,79.14,37.69,11,2,81.23,0,2.364,SAME
3,72.77,19.57,10,3,62.24,0,2.039,EASIER
1,95.55,30.25,8,1,87.51,0,0.768,HARDER
5,68.07,31.04,6,0,72.06,0,2.686,SAME
2,76.78,14.83,9,2,71.31,0,1.447,SAME
3,88.15,32.81,7,1,89.47,0,1.696,HARDER
2,62.68,16.21,8,1,75.66,0,1.568,EASIER
5,64.55,114.34,9,2,70.74,1,3.494,EASIER
3,86.13,20.88,9,2,69.45,0,1.747,SAME
1,100.0,24.72,6,0,89.72,0,0.565,HARDER
1,94.72,34.73,6,0,78.45,0,0.711,HARDER
5,63.28,66.57,13,4,67.7,1,3.395,EASIER
2,84.49,17.74,6,0,83.08,0,1.151,HARDER
4,77.91,45.89,11,4,77.38,0,2.637,EASIER
1,100.0,30.95,6,0,79.49,0,0.606,HARDER
5,79.21,27.45,7,1,71.83,0,2.595,SAME
4,84.28,62.05,8,1,77.72,0,2.349,SAME
2,85.65,29.21,6,0,79.63,0,1.21,HARDER
5,59.29,106.49,11,3,64.66,0,3.621,EASIER
2,70.94,28.49,11,3,70.09,0,1.726,EASIER
5,66.99,53.14,6,0,63.67,0,2.849,EASIER
3,86.99,40.75,7,1,75.69,0,1.767,SAME
3,74.98,18.88,11,3,69.43,0,2.001,EASIER
1,95.72,12.99,6,0,87.36,0,0.551,HARDER
2,77.05,24.68,6,0,82.68,0,1.309,SAME
1,83.6,14.6,10,3,78.42,0,1.043,SAME
5,84.08,39.15,8,1,72.12,0,2.6,SAME
1,97.67,40.67,6,0,100.0,0,0.706,HARDER
1,86.94,36.89,7,1,81.81,0,0.942,SAME
1,81.69,6.51,6,0,83.24,0,0.718,HARDER
5,79.49,50.81,10,2,74.35,0,2.846,SAME
5,78.76,31.04,10,2,76.25,0,2.725,SAME
4,81.39,63.38,9,2,74.29,0,2.502,EASIER
1,88.22,19.68,6,0,89.12,0,0.708,HARDER
3,69.05,55.7,9,2,68.21,1,2.236,EASIER
5,69.85,35.43,7,1,63.32,0,2.788,EASIER
1,100.0,12.31,6,0,89.14,0,0.482,HARDER
4,65.91,36.65,12,3,73.59,0,2.656,EASIER
1,90.47,14.18,6,0,77.0,0,0.637,HARDER
5,86.36,48.19,7,1,82.43,0,2.626,SAME
3,76.96,49.84,10,3,72.33,1,2.178,EASIER
5,68.73,60.28,11,3,71.89,0,3.171,EASIER
3,66.5,27.53,6,0,69.65,0,1.886,SAME
4,81.23,40.87,8,2,79.52,1,2.354,SAME
5,62.59,26.55,7,1,56.66,0,2.838,EASIER
2,69.45,10.99,6,0,68.85,0,1.331,SAME
4,65.46,64.93,12,4,83.0,0,2.951,EASIER
3,82.08,22.86,11,3,66.35,0,1.921,EASIER
3,64.2,55.01,12,4,61.3,0,2.504,EASIER
4,61.14,35.38,6,0,69.58,1,2.419,EASIER
2,90.59,25.32,7,1,87.2,0,1.21,HARDER
1,89.28,25.09,7,1,83.8,0,0.828,HARDER
3,70.86,45.29,12,4,59.44,0,2.339,EASIER
5,66.79,40.7,8,2,75.79,0,2.97,EASIER
1,100.0,18.52,6,0,89.3,0,0.523,HARDER
2,97.82,23.83,6,0,90.01,0,0.992,HARDER
4,73.93,46.54,6,0,67.54,0,2.301,SAME
3,88.16,33.49,6,0,85.6,0,1.601,HARDER
4,76.21,29.87,8,2,71.42,0,2.356,EASIER
3,62.26,32.91,10,2,60.87,0,2.186,EASIER
5,50.47,27.85,9,1,62.33,0,3.029,EASIER
5,60.91,50.06,8,2,67.07,0,3.12,EASIER
3,64.24,32.5,6,0,66.81,0,1.953,EASIER
3,82.72,20.94,9,2,82.21,0,1.799,SAME
2,79.5,21.44,7,1,87.14,0,1.35,SAME
3,84.25,25.24,7,1,80.87,0,1.704,SAME
5,74.41,41.03,8,1,68.0,0,2.757,EASIER
3,86.9,41.97,6,0,84.5,0,1.676,HARDER
4,65.69,48.13,12,4,68.16,1,2.835,EASIER
3,85.16,45.54,6,0,82.34,0,1.726,SAME
4,65.45,91.85,10,3,64.82,0,3.031,EASIER
4,82.11,62.04,6,0,85.29,0,2.282,SAME
3,92.23,16.77,6,0,89.93,0,1.428,HARDER
5,77.23,38.47,11,3,73.42,0,2.898,EASIER
5,68.23,85.53,6,0,61.26,0,3.047,EASIER
1,95.67,15.37,7,1,90.33,0,0.667,HARDER
2,69.67,19.96,10,3,70.74,0,1.688,EASIER
5,52.41,57.15,11,3,52.67,1,3.395,EASIER
3,84.67,27.66,6,0,78.52,0,1.614,HARDER
2,98.08,47.55,6,0,85.07,0,1.146,HARDER
4,62.69,37.5,10,2,68.82,0,2.61,EASIER
4,75.15,104.96,8,1,67.2,0,2.772,EASIER
1,94.39,14.39,6,0,91.74,0,0.58,HARDER
1,83.85,13.84,8,2,85.97,1,0.934,SAME
5,66.61,35.8,8,1,64.19,0,2.84,EASIER
4,81.13,29.2,6,0,76.63,0,2.078,SAME
2,86.08,32.05,6,0,79.24,0,1.222,HARDER
5,71.13,29.21,8,1,68.22,0,2.728,EASIER
1,80.18,12.04,6,0,83.75,0,0.778,HARDER
5,69.69,61.55,6,0,68.87,0,2.865,EASIER
1,86.02,7.56,6,0,79.33,0,0.66,HARDER
4,71.56,22.19,8,1,69.16,0,2.275,SAME
5,64.59,48.97,7,1,59.08,1,2.958,EASIER
4,74.73,47.09,8,2,75.95,0,2.493,EASIER
4,66.32,34.97,9,2,77.91,1,2.538,EASIER
2,85.12,28.57,6,0,81.6,1,1.214,SAME
2,81.35,17.01,9,2,73.47,0,1.393,SAME
2,75.68,43.97,7,1,73.6,0,1.558,SAME
1,70.51,25.91,7,1,73.79,0,1.115,SAME
2,94.47,17.33,8,1,90.7,0,1.098,HARDER
2,92.46,22.26,6,0,83.82,0,1.061,HARDER
4,66.95,18.23,6,0,69.98,1,2.217,SAME
2,91.82,34.81,9,1,75.76,0,1.255,SAME
1,79.75,10.79,9,2,72.4,0,0.976,SAME
4,71.93,32.25,11,3,75.44,1,2.536,EASIER
3,74.7,27.57,10,2,70.35,1,1.963,EASIER
2,82.22,13.84,9,2,71.89,0,1.359,SAME
4,81.46,28.67,7,1,77.24,1,2.169,SAME
2,80.98,27.86,6,0,75.96,0,1.271,SAME
4,71.6,32.78,6,0,73.65,0,2.244,SAME
1,97.43,25.51,6,0,88.81,1,0.609,HARDER
3,80.62,41.71,6,0,82.58,0,1.769,SAME
3,74.08,22.07,9,3,65.05,0,2.036,EASIER
2,87.41,20.02,6,0,86.59,0,1.122,HARDER
4,84.93,33.37,7,1,81.05,0,2.149,HARDER
2,95.56,20.42,6,0,93.14,0,1.003,HARDER
4,61.75,72.15,7,1,69.57,0,2.755,EASIER
2,72.25,25.91,7,1,73.81,0,1.489,SAME
3,89.99,15.96,8,1,86.24,0,1.557,HARDER
4,72.12,30.78,6,0,76.44,1,2.223,SAME
5,48.0,41.56,15,6,51.01,0,3.657,EASIER
2,77.7,28.43,6,0,76.08,0,1.324,SAME
3,75.61,63.74,7,1,69.83,0,2.091,EASIER
3,76.87,42.47,8,2,71.25,0,2.03,EASIER
5,77.65,48.0,7,1,75.06,0,2.755,SAME
5,60.71,35.58,13,4,58.84,0,3.227,EASIER
4,84.36,70.62,6,0,83.59,0,2.305,SAME
5,72.85,44.4,6,0,71.06,0,2.703,SAME
1,77.13,10.2,10,2,78.12,1,1.011,SAME
4,71.81,46.15,6,0,71.74,0,2.331,SAME
5,74.95,30.5,6,0,71.59,0,2.579,SAME
4,75.4,52.08,9,3,81.85,1,2.616,EASIER
3,83.79,26.48,7,1,78.89,0,1.72,SAME
5,64.13,44.24,10,2,69.89,0,3.033,EASIER
4,80.55,13.34,6,0,72.89,0,1.981,SAME
5,66.02,76.94,9,2,64.23,1,3.223,EASIER
1,100.0,11.23,6,0,86.11,0,0.475,HARDER
4,61.81,29.96,8,1,52.41,0,2.473,EASIER
3,100.0,33.46,6,0,81.26,0,1.423,HARDER
5,60.49,47.17,8,1,62.71,0,3.007,EASIER
5,82.71,125.28,8,1,79.99,0,3.194,EASIER
5,78.27,25.08,6,0,71.18,0,2.493,SAME
2,75.9,20.59,6,0,72.11,0,1.299,SAME
3,85.99,42.46,7,1,82.45,1,1.793,SAME
1,85.04,15.08,6,0,71.59,0,0.725,HARDER
5,72.75,49.93,9,1,70.35,1,2.842,EASIER
2,86.48,67.49,6,0,82.48,0,1.453,SAME
4,71.51,41.07,6,0,77.14,0,2.301,SAME
3,75.68,54.29,6,0,62.9,0,1.927,EASIER
5,73.41,64.84,9,2,71.94,0,3.031,EASIER
5,60.96,67.16,11,4,61.37,0,3.433,EASIER
4,66.34,36.95,6,0,66.58,0,2.351,EASIER
4,84.55,20.85,6,0,71.52,0,1.971,SAME
1,94.28,27.81,6,0,82.49,0,0.671,HARDER
5,56.93,62.47,13,4,72.18,0,3.462,EASIER
1,79.97,22.3,6,0,82.7,0,0.849,HARDER
3,58.63,29.19,12,4,70.58,1,2.415,EASIER
2,94.1,18.52,6,0,88.2,0,1.012,HARDER
2,91.89,40.74,10,2,82.15,0,1.393,SAME
5,59.11,56.98,12,3,55.88,0,3.293,EASIER
2,91.5,11.55,8,1,83.98,0,1.105,HARDER
3,99.86,30.34,8,1,93.27,0,1.504,HARDER
2,69.61,21.25,7,1,86.73,0,1.498,SAME
5,63.85,17.49,12,4,65.38,0,3.059,EASIER
4,59.39,29.66,7,1,70.71,0,2.507,EASIER
3,89.49,87.57,6,0,77.53,0,1.942,SAME
1,89.04,7.0,9,2,83.86,0,0.811,HARDER
1,86.02,11.34,10,2,76.28,0,0.885,SAME
2,87.27,9.07,6,0,83.11,0,1.051,HARDER
3,74.43,16.46,10,2,80.37,0,1.893,SAME
5,65.98,23.97,10,3,75.57,0,2.97,EASIER
1,92.75,11.21,6,0,90.23,0,0.584,HARDER
3,73.9,61.58,6,0,65.68,0,2.002,EASIER
2,80.31,34.48,11,3,78.78,0,1.625,EASIER
1,88.43,16.23,6,0,89.0,0,0.682,HARDER
4,75.91,78.13,9,1,69.16,0,2.582,EASIER
4,81.02,33.06,6,0,76.49,0,2.105,SAME
5,75.83,34.12,6,0,79.19,0,2.59,SAME
3,65.0,26.07,6,0,49.42,0,1.899,EASIER
2,99.08,12.74,6,0,85.5,0,0.899,HARDER
5,70.59,23.51,14,5,81.26,0,3.098,EASIER
2,81.68,31.25,7,1,90.86,0,1.383,SAME
4,65.96,45.67,13,4,75.04,0,2.815,EASIER
5,89.89,29.88,7,1,70.26,0,2.451,SAME
1,100.0,21.7,6,0,94.62,0,0.545,HARDER
5,88.66,61.25,8,1,87.82,0,2.678,SAME
2,86.21,18.85,10,2,79.03,1,1.332,SAME
3,83.44,21.18,7,1,92.39,0,1.69,HARDER
2,99.91,32.94,6,0,82.69,0,1.021,HARDER
1,87.59,21.53,6,0,87.32,0,0.73,HARDER
4,80.41,80.23,10,3,73.0,0,2.729,EASIER
3,82.27,36.91,8,1,84.38,0,1.812,SAME
3,99.19,15.25,6,0,95.95,0,1.314,HARDER
3,94.36,16.79,6,0,88.5,0,1.397,HARDER
4,73.62,36.66,8,2,61.63,0,2.44,EASIER
5,85.25,69.1,9,2,77.69,0,2.882,EASIER
3,79.96,35.25,6,0,82.76,0,1.736,SAME
1,84.54,14.06,11,4,75.84,0,1.126,SAME
2,82.15,12.24,11,4,72.08,0,1.549,EASIER
3,81.47,55.79,7,1,79.4,0,1.95,SAME
1,82.15,31.78,7,1,76.1,0,0.98,SAME
2,79.82,13.67,6,0,70.76,0,1.194,SAME
2,70.57,31.31,7,1,65.85,0,1.55,EASIER
5,61.78,55.37,12,4,65.72,0,3.343,EASIER
3,82.35,40.76,11,2,81.44,0,1.937,SAME
5,80.42,91.76,8,1,70.55,0,3.005,EASIER
3,89.14,54.82,7,1,86.05,0,1.828,SAME
3,84.3,37.96,6,0,76.19,0,1.689,SAME
5,54.71,45.35,11,4,66.58,0,3.382,EASIER
4,66.39,35.48,8,1,72.43,0,2.441,EASIER
2,83.03,21.99,6,0,79.94,0,1.201,HARDER
2,94.63,71.52,7,1,86.75,0,1.457,SAME
4,69.43,40.73,11,4,80.07,0,2.73,EASIER
1,77.8,24.59,7,1,77.0,0,0.997,SAME
1,100.0,21.26,6,0,93.13,0,0.542,HARDER
1,82.65,12.12,6,0,90.44,0,0.741,HARDER
4,63.72,48.42,8,2,68.06,0,2.667,EASIER
3,82.27,23.79,7,1,80.45,0,1.724,SAME
1,89.5,12.33,9,2,80.52,0,0.84,SAME
4,70.0,50.73,8,2,61.26,0,2.588,HARDER
4,75.0,24.12,11,3,73.24,0,2.436,EASIER
4,65.74,56.82,12,5,64.39,1,2.993,EASIER
1,84.88,22.61,6,0,79.42,0,0.777,HARDER
5,69.64,82.93,6,0,76.88,0,3.008,EASIER
1,69.64,21.81,11,3,65.4,1,1.301,EASIER
3,89.55,21.15,7,1,72.74,0,1.598,SAME
3,66.27,48.41,9,2,58.62,0,2.229,EASIER
2,75.61,38.26,11,4,68.62,0,1.821,EASIER
2,95.0,34.31,6,0,79.09,0,1.104,HARDER
1,95.69,24.13,6,0,86.14,0,0.625,HARDER
3,80.87,17.16,6,0,67.53,0,1.601,SAME
4,57.92,56.33,15,6,58.65,1,3.207,EASIER
2,78.94,14.56,6,0,69.98,0,1.213,SAME
3,77.84,24.18,7,1,71.8,0,1.794,SAME
5,68.56,35.85,6,0,78.08,0,2.711,SAME
2,96.41,12.81,6,0,90.15,0,0.939,HARDER
2,100.0,25.76,6,0,97.77,0,0.972,HARDER
1,96.15,17.78,6,0,90.85,0,0.576,EASIER
3,74.66,52.73,7,1,79.29,0,2.032,SAME
2,97.14,38.87,6,0,82.82,0,1.102,HARDER
5,64.1,53.67,9,2,64.17,1,3.096,EASIER
2,58.76,32.89,8,2,65.37,0,1.838,EASIER
4,62.5,38.37,7,1,62.56,0,2.518,EASIER
1,66.28,17.22,9,2,63.64,0,1.221,EASIER
2,81.16,25.24,6,0,83.51,0,1.251,HARDER
1,88.22,16.95,6,0,83.29,0,0.69,HARDER
3,64.07,33.74,6,0,68.99,0,1.964,EASIER
1,81.46,23.47,6,0,68.62,0,0.835,SAME
1,75.74,11.05,8,1,67.98,0,0.938,EASIER
3,78.73,26.33,10,2,74.28,0,1.895,SAME
3,71.47,42.28,6,0,68.34,0,1.91,SAME
2,95.1,19.23,6,0,82.58,0,1.002,HARDER
3,81.7,25.05,7,1,72.94,0,1.742,SAME
3,96.05,46.53,6,0,87.02,0,1.57,HARDER
4,70.45,29.75,9,1,71.19,0,2.342,SAME
3,100.0,36.87,6,0,80.33,0,1.446,HARDER
5,70.03,53.09,11,3,68.58,0,3.104,EASIER
2,79.72,34.23,7,1,81.28,0,1.432,SAME
1,100.0,17.53,6,0,90.76,0,0.517,HARDER
3,61.71,22.6,11,4,70.24,1,2.325,EASIER
1,84.47,13.87,6,0,75.92,0,0.725,HARDER
4,58.35,77.57,10,3,61.26,1,3.042,EASIER
2,66.62,19.39,7,1,59.88,0,1.53,HARDER
2,64.33,18.89,14,5,65.58,0,1.961,EASIER
3,86.17,25.77,6,0,77.85,0,1.579,HARDER
1,76.71,16.15,7,1,72.19,0,0.957,SAME
2,82.45,20.39,7,1,72.36,0,1.299,SAME
5,78.92,62.67,9,3,78.28,0,3.034,EASIER
4,79.63,41.66,9,2,76.03,0,2.383,SAME
3,84.14,24.48,6,0,83.6,1,1.601,HARDER
3,92.14,41.39,8,1,76.7,0,1.694,SAME
3,96.09,34.7,6,0,90.16,0,1.49,HARDER
5,57.48,85.01,7,1,64.37,1,3.305,EASIER
5,74.83,56.75,11,3,63.33,0,3.056,EASIER
3,77.28,29.45,7,1,80.92,1,1.837,SAME
5,68.53,46.09,8,1,73.85,1,2.879,EASIER
1,74.89,19.08,7,1,79.5,0,1.004,SAME
2,79.68,27.79,7,1,78.18,0,1.39,SAME
2,80.77,23.98,8,1,75.13,0,1.348,SAME
4,89.3,33.53,7,1,84.99,0,2.084,HARDER
4,63.45,51.39,11,3,61.49,0,2.791,EASIER
3,56.15,36.86,13,5,67.52,0,2.604,EASIER
2,84.94,24.18,9,1,74.89,0,1.287,SAME
3,67.43,40.5,8,1,71.26,1,2.059,EASIER
2,83.6,23.28,6,0,75.76,0,1.201,HARDER
3,86.61,31.15,6,0,77.34,0,1.609,HARDER
2,84.0,30.9,6,0,81.7,0,1.246,HARDER
5,65.69,68.88,7,1,73.54,0,3.074,HARDER
4,73.43,51.95,8,1,68.18,0,2.445,EASIER
1,98.47,13.26,6,0,91.44,0,0.511,HARDER
5,58.45,58.11,10,4,69.1,0,3.411,EASIER
4,82.28,40.7,6,0,79.67,0,2.137,SAME
2,74.96,28.07,7,1,78.68,0,1.463,SAME
3,86.02,64.29,6,0,78.53,0,1.838,SAME
1,74.57,16.55,6,0,74.44,0,0.892,SAME
1,95.43,18.16,8,2,87.0,0,0.79,HARDER
3,78.98,24.75,8,1,81.97,0,1.78,SAME
4,75.97,37.05,7,1,70.65,0,2.307,SAME
2,94.59,18.3,6,0,87.44,0,1.003,HARDER
2,76.79,15.62,8,2,68.31,0,1.452,EASIER
5,69.75,22.87,8,2,66.38,0,2.806,EASIER
5,73.03,37.86,9,1,80.72,0,2.757,SAME
3,77.01,24.13,6,0,85.54,0,1.706,SAME
1,97.17,17.58,6,0,86.1,0,0.56,HARDER
4,78.3,32.24,8,1,71.65,0,2.24,SAME
4,69.2,60.45,6,0,77.88,0,2.465,EASIER
5,82.61,54.75,6,0,73.7,0,2.626,SAME
5,75.62,67.28,8,1,74.13,0,2.914,EASIER
4,66.57,59.27,12,4,71.11,1,2.897,EASIER
1,81.47,31.35,8,1,85.84,0,0.987,SAME
2,82.8,35.42,7,1,72.17,0,1.394,SAME
4,79.47,28.09,6,0,72.47,0,2.095,SAME
4,52.87,56.41,14,5,57.59,0,3.183,EASIER
3,71.99,35.24,11,2,68.64,0,2.055,EASIER
3,74.23,53.12,8,1,80.72,0,2.041,SAME
4,60.62,40.41,10,3,61.11,0,2.76,EASIER
3,69.78,49.0,6,0,65.15,0,1.98,EASIER
1,91.37,18.73,7,1,77.13,0,0.754,HARDER
5,65.11,52.87,6,0,59.21,0,2.876,EASIER
2,80.9,31.33,6,0,76.46,0,1.295,SAME
2,71.21,21.16,9,2,72.83,0,1.573,EASIER
1,87.86,22.45,6,0,71.49,0,0.732,HARDER
3,64.96,16.89,11,3,65.83,0,2.138,EASIER
5,84.59,60.67,6,0,75.3,0,2.636,SAME
1,100.0,10.82,6,0,87.7,0,0.472,HARDER
2,80.27,29.96,8,2,72.74,0,1.496,SAME
1,78.78,5.17,10,2,74.93,1,0.953,SAME
1,98.55,8.71,6,0,81.01,0,0.48,HARDER
4,80.92,40.85,9,3,78.9,0,2.459,EASIER
2,100.0,24.69,6,0,87.54,0,0.965,HARDER
4,96.41,36.15,6,0,92.62,0,1.895,EASIER
3,59.73,41.39,6,0,64.85,0,2.08,EASIER
4,86.59,58.08,7,1,76.62,0,2.288,SAME
1,87.77,49.54,6,0,83.32,0,0.914,HARDER
2,90.49,24.43,7,1,88.84,0,1.205,SAME
3,87.78,46.89,7,1,79.9,1,1.796,SAME
1,97.36,12.92,6,0,89.67,0,0.526,HARDER
3,90.0,24.91,7,1,84.21,0,1.616,HARDER
3,74.4,22.32,7,1,74.6,0,1.833,SAME
3,70.47,29.66,12,3,71.29,0,2.141,EASIER
3,91.87,33.9,8,1,76.82,0,1.648,SAME
4,66.28,60.68,12,4,61.01,0,2.91,EASIER
4,93.61,45.93,7,1,76.73,0,2.102,SAME
1,82.36,30.72,7,1,71.72,0,0.969,SAME
4,71.19,68.73,6,0,71.59,0,2.49,EASIER
5,68.1,50.81,7,1,71.18,1,2.917,EASIER
5,54.59,47.96,14,5,54.83,1,3.501,EASIER
2,69.62,13.04,7,1,63.44,0,1.443,SAME
4,84.12,32.19,7,1,81.35,0,2.153,SAME
5,52.8,36.17,6,0,57.1,1,2.949,EASIER
2,100.0,17.67,6,0,81.71,0,0.918,HARDER
5,69.06,42.2,7,1,80.8,0,2.845,EASIER
4,64.71,49.37,7,1,67.79,0,2.559,EASIER
4,79.2,44.92,7,1,77.56,0,2.311,SAME
4,50.38,59.4,12,4,52.78,0,3.14,EASIER
4,71.66,46.65,6,0,78.1,0,2.336,SAME
5,67.95,39.47,8,2,71.06,0,2.944,EASIER
5,57.34,67.68,9,2,70.07,0,3.291,EASIER
3,73.68,17.92,10,3,67.81,0,2.014,EASIER
3,95.26,45.83,7,1,85.22,0,1.677,HARDER
4,76.83,29.45,8,2,62.7,0,2.344,EASIER
5,73.99,19.96,6,0,76.72,0,2.523,SAME
2,77.13,29.84,7,1,76.73,0,1.442,SAME
2,71.77,21.21,10,2,78.67,1,1.565,EASIER
4,72.59,63.99,8,1,68.05,1,2.538,EASIER
5,45.42,73.49,9,2,56.28,1,3.509,EASIER
5,59.03,33.7,8,1,62.17,0,2.939,EASIER
1,77.48,33.1,7,1,75.94,0,1.059,SAME
5,49.61,23.53,13,4,54.96,0,3.313,EASIER
4,81.49,48.17,7,1,67.88,0,2.299,SAME
1,88.69,31.82,8,1,82.76,0,0.882,SAME
1,83.8,11.99,12,3,79.23,0,1.023,EASIER
2,91.71,55.86,6,0,89.68,0,1.297,HARDER
5,53.56,53.35,10,3,57.37,0,3.352,EASIER
4,61.56,46.43,9,3,68.24,0,2.786,EASIER
3,91.17,49.59,7,1,79.81,0,1.763,SAME
4,97.81,47.28,6,0,82.99,0,1.948,HARDER
3,86.84,18.25,8,1,82.4,0,1.619,HARDER
5,74.72,13.81,8,1,69.46,0,2.571,SAME
1,84.18,12.18,10,2,90.15,0,0.918,SAME
2,79.41,16.83,8,2,69.92,0,1.421,SAME
2,87.27,16.42,6,0,88.59,0,1.1,HARDER
5,83.73,38.82,7,1,70.26,0,2.603,SAME
3,84.27,9.92,8,1,83.16,0,1.602,HARDER
4,84.58,24.83,7,1,85.65,0,2.097,SAME
5,60.84,62.21,7,1,66.23,0,3.102,EASIER
1,96.17,27.31,6,0,91.89,0,0.64,HARDER
5,63.29,37.36,12,4,67.65,0,3.2,EASIER
1,91.4,23.73,8,1,85.0,0,0.787,HARDER
4,81.16,14.2,9,1,78.38,0,2.077,SAME
4,69.69,44.56,9,2,66.1,0,2.552,EASIER
5,59.83,80.31,6,0,62.25,0,3.138,EASIER
1,93.63,22.12,8,1,85.25,0,0.743,HARDER
5,68.65,49.47,8,1,58.58,0,2.9,EASIER
4,76.36,14.42,12,3,74.4,0,2.351,EASIER
1,96.57,38.34,6,0,92.6,0,0.707,HARDER
3,93.07,67.38,6,0,90.11,0,1.753,HARDER
5,76.63,66.18,6,0,65.5,0,2.792,EASIER
3,85.32,52.81,6,0,76.72,0,1.772,SAME
2,80.0,24.02,8,1,81.72,0,1.36,SAME
2,81.53,32.54,8,2,70.8,0,1.494,SAME
3,84.55,43.37,8,1,84.85,0,1.821,EASIER
5,66.37,48.75,8,1,62.48,1,2.929,EASIER
4,79.5,28.74,7,1,76.2,0,2.199,SAME
4,66.84,56.76,15,6,58.62,0,3.076,EASIER
4,94.29,84.81,8,1,94.22,0,2.351,SAME
4,76.94,65.74,10,2,65.63,1,2.584,EASIER
3,81.28,35.53,9,2,74.77,0,1.918,SAME
4,70.17,44.45,9,3,69.64,0,2.644,EASIER
2,100.0,27.29,6,0,82.31,0,0.982,HARDER
3,67.47,12.43,8,1,69.23,0,1.871,SAME
2,77.97,23.0,6,0,77.57,0,1.284,SAME
5,78.54,45.86,6,0,72.51,0,2.628,SAME
4,77.4,24.68,7,1,79.39,0,2.204,SAME
3,74.23,47.26,8,1,67.93,0,2.002,EASIER
3,74.52,34.7,8,2,70.29,0,2.014,EASIER
3,77.09,10.88,6,0,67.84,0,1.616,SAME
4,76.02,43.94,7,1,71.61,0,2.353,SAME
2,100.0,39.99,6,0,94.07,0,1.067,HARDER
5,76.05,39.4,7,1,72.55,0,2.722,SAME
2,95.23,15.93,6,0,81.99,0,0.978,HARDER
1,85.66,10.75,6,0,75.06,0,0.687,HARDER
4,80.16,41.63,8,1,76.11,0,2.275,SAME
4,59.45,29.92,11,3,65.44,0,2.708,EASIER
2,86.82,13.33,8,2,85.16,0,1.287,SAME
4,76.18,76.47,9,1,80.34,1,2.567,EASIER
4,93.21,43.4,6,0,91.13,0,1.991,HARDER
4,90.58,32.43,6,0,88.6,0,1.958,HARDER
5,67.42,97.66,11,4,67.17,0,3.54,EASIER
5,61.83,55.8,15,6,64.61,1,3.545,EASIER
3,72.1,29.37,7,1,74.75,1,1.914,EASIER
2,82.05,26.19,9,2,80.02,0,1.444,EASIER
1,100.0,14.57,6,0,93.7,0,0.497,HARDER
3,84.15,29.32,6,0,66.04,0,1.633,SAME
4,80.18,50.53,6,0,77.89,1,2.234,SAME
4,83.11,78.37,6,0,74.56,0,2.376,SAME
1,80.06,14.45,6,0,76.66,0,0.795,HARDER
4,67.91,51.42,9,3,72.67,0,2.724,EASIER
4,80.2,22.17,6,0,67.83,0,2.045,SAME
4,67.21,48.97,8,1,74.0,0,2.518,EASIER
3,64.74,63.78,11,3,64.51,0,2.454,EASIER
1,79.17,18.17,8,2,69.37,0,1.034,SAME
3,90.54,24.61,6,0,73.43,1,1.506,HARDER
4,71.26,32.34,8,1,80.22,0,2.347,SAME
3,82.26,37.62,11,3,73.47,0,2.017,EASIER
3,69.67,31.76,10,3,69.59,0,2.167,EASIER
3,83.79,26.37,6,0,80.27,0,1.619,HARDER
3,77.3,40.26,9,2,72.34,0,2.009,EASIER
2,89.46,16.89,7,1,72.49,0,1.171,SAME
4,70.22,56.54,6,0,71.03,0,2.424,EASIER
2,90.04,21.16,6,0,89.45,0,1.09,HARDER
3,74.73,40.35,7,1,70.9,0,1.948,SAME
